flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend,label
TR00538,2026-08-11 12:21:13,10.14.8.11,13.107.6.156,3389,TCP,6.335,34011,36258,48,1,0.0146,0.1049,0.4133,0.5936,12,0,0
TR00539,2026-08-15 21:33:19,10.14.7.23,185.125.190.29,443,TCP,30.494,1504,30726,22,3,0.1047,0.0603,0.882,0.16,21,1,0
TR00540,2026-08-10 14:44:34,10.20.2.15,104.16.132.229,80,TCP,10.598,4747,1611,7,4,0.0667,0.0211,0.5253,0.4266,14,0,0
TR00541,2026-08-11 15:07:52,10.20.2.15,44.236.72.93,443,TCP,190.43,7857,2854,9,8,0.0503,0.0141,0.627,0.439,15,0,0
TR00542,2026-08-14 17:40:54,10.14.5.4,140.82.121.4,53,UDP,7.358,11210,658,17,6,0.0147,0.0588,0.4812,0.5182,17,0,0
TR00543,2026-08-11 15:13:33,10.14.8.11,13.107.6.156,1433,TCP,24.119,7419,25334,51,7,0.0724,0.1087,0.7827,0.2837,15,0,0
TR00544,2026-08-10 05:39:30,10.14.8.11,185.125.190.29,445,TCP,14.587,215,3021,4,1,0.0267,0.2023,0.9468,0,5,0,0
TR00545,2026-08-11 02:40:45,10.14.5.4,20.112.52.29,443,TCP,70.699,22332739,27989,32255,1,0.0012,0.0159,0.937,0.1869,2,0,1
TR00546,2026-08-16 10:58:59,10.14.7.23,140.82.121.4,53,UDP,15.494,567,2914,2,3,0.1235,0.1041,0.7168,0.3373,10,1,0
TR00547,2026-08-11 19:23:30,10.14.8.11,13.107.6.156,443,TCP,0.925,195,3,4,69,0.5506,0.2363,0.4164,0.8777,19,0,1
TR00548,2026-08-11 01:48:16,10.14.8.11,142.250.74.14,445,TCP,6.832,746,255209,256,1,0.2566,0.0517,0.6917,0.2371,1,0,0
TR00549,2026-08-12 19:00:10,10.20.9.10,44.236.72.93,443,TCP,6.372,4701,1118,4,7,0.0173,0.0403,0.6623,0.3632,19,0,0
TR00550,2026-08-11 23:49:12,10.14.7.23,142.250.74.14,53,UDP,42.632,8083,2004,8,10,0.0063,0.0661,0.5623,0.4968,23,0,0
TR00551,2026-08-11 08:45:47,10.20.2.15,104.16.132.229,1433,TCP,11.875,2142,3318,5,2,0.0434,0.1012,0.9696,0.0838,8,0,0
TR00552,2026-08-10 10:04:22,10.14.9.18,20.112.52.29,3389,TCP,13.788,7201,3084,20,2,0.0702,0.0674,0.8141,0.1989,10,0,0
TR00553,2026-08-11 18:55:28,10.14.5.4,142.250.74.14,1433,TCP,8.509,1332,8752,8,9,0.1028,0.0845,0.6927,0.2719,18,0,0
TR00554,2026-08-13 18:16:07,10.14.8.11,104.16.132.229,445,TCP,17.968,2005,313,2,1,0.1208,0.1799,0.716,0.2747,18,0,0
TR00555,2026-08-13 04:18:45,10.20.2.15,104.16.132.229,25,TCP,21.156,3536,1226,6,4,0.1245,0.1777,0.8914,0.1766,4,0,0
TR00556,2026-08-10 00:03:12,10.20.2.15,13.107.6.156,443,TCP,8.932,1714,3088,6,4,0.1151,0.0348,0.5871,0.4858,0,0,0
TR00557,2026-08-15 01:20:18,10.20.9.10,142.250.74.14,445,TCP,3.9,6516,469,11,8,0.0943,0.0643,0.7932,0.2709,1,1,0
TR00558,2026-08-14 12:01:20,10.14.9.18,142.250.74.14,443,TCP,39.062,8479,24710,30,7,0.1359,0.0561,0.5639,0.4154,12,0,0
TR00559,2026-08-16 03:15:09,10.14.5.4,13.107.6.156,443,TCP,43.507,12851,3013,10,7,0.0648,0.245,0.6654,0.3182,3,1,0
TR00560,2026-08-11 15:51:03,10.20.2.15,44.236.72.93,80,TCP,7.36,1511,813,2,5,0.0482,0.0375,0.5713,0.4441,15,0,0
TR00561,2026-08-16 03:00:23,10.14.9.18,44.236.72.93,443,TCP,3.559,760,324,3,2,0.0211,0.0175,0.9249,0.0069,3,1,1
TR00562,2026-08-10 23:25:57,10.20.9.10,44.236.72.93,443,TCP,2.096,930,1067,2,3,0.0279,0.0017,0.8064,0.2169,23,0,0
TR00563,2026-08-13 00:23:47,10.14.7.23,20.112.52.29,443,TCP,62.264,27741190,4919,44704,6,0.0396,0.0132,0.9759,0.1404,0,0,1
TR00564,2026-08-16 21:20:58,10.20.9.10,185.125.190.29,445,TCP,46.961,1126,9617,9,11,0.0926,0.1024,0.3538,0.6073,21,1,0
TR00565,2026-08-15 00:16:31,10.14.5.4,104.16.132.229,445,TCP,1.266,486,4174,3,8,0.0069,0.111,0.7776,0.2539,0,1,0
TR00566,2026-08-10 04:20:06,10.14.5.4,142.250.74.14,443,TCP,5.802,484,133,5,3,0.013,0.0164,0.989,0.0935,4,0,1
TR00567,2026-08-12 18:39:47,10.14.5.4,44.236.72.93,53,UDP,64.354,898,3450,6,10,0.0281,0.0397,0.8094,0.177,18,0,0
TR00568,2026-08-15 14:44:02,10.20.9.10,44.236.72.93,1433,TCP,11.297,3284,10618,13,3,0.1393,0.199,0.2933,0.7781,14,1,0
TR00569,2026-08-10 00:57:28,10.14.7.23,142.250.74.14,443,TCP,132.297,12800271,38832,36861,4,0.0661,0.0417,0.8706,0.1082,0,0,1
TR00570,2026-08-16 00:57:17,10.14.8.11,142.250.74.14,443,TCP,48.881,10985645,71406,39674,5,0.0021,0.0539,0.7527,0.1615,0,1,1
TR00571,2026-08-16 12:17:40,10.14.7.23,142.250.74.14,3389,TCP,0.315,208,138,4,25,0.7947,0.1923,0.0876,0.7107,12,1,1
TR00572,2026-08-15 11:34:59,10.14.5.4,44.236.72.93,80,TCP,27.39,5278,51748,52,5,0.0128,0.0154,0.8063,0.1366,11,1,0
TR00573,2026-08-14 00:26:12,10.14.5.4,142.250.74.14,443,TCP,5.657,599,415,2,4,0.0101,0.0075,0.9825,0.0122,0,0,1
TR00574,2026-08-15 10:29:29,10.20.9.10,104.16.132.229,3389,TCP,85.236,4520,1304,4,13,0.0165,0.0949,0.9585,0,10,1,0
TR00575,2026-08-16 04:29:27,10.14.5.4,20.112.52.29,389,TCP,0.163,74,11,1,73,0.6608,0.2383,0.4299,0.9724,4,1,1
TR00576,2026-08-12 16:37:42,10.14.7.23,140.82.121.4,443,TCP,9.317,3513,130,6,15,0.2023,0.096,0.6293,0.4038,16,0,0
TR00577,2026-08-13 22:58:17,10.20.2.15,20.112.52.29,389,TCP,0.616,59,56,1,82,0.95,0.466,0.1298,0.6475,22,0,1
TR00578,2026-08-14 15:38:47,10.14.8.11,104.16.132.229,445,TCP,1.264,179,12730,24,3,0.1713,0.0852,0.7441,0.26,15,0,0
TR00579,2026-08-15 08:29:22,10.14.9.18,140.82.121.4,80,TCP,35.237,5721,13493,16,8,0.0211,0.0367,0.7237,0.2997,8,1,0
TR00580,2026-08-12 16:38:25,10.20.9.10,44.236.72.93,80,TCP,100.27,2363,4941,13,4,0.2448,0.0316,0.6179,0.4413,16,0,0
TR00581,2026-08-15 05:48:05,10.20.9.10,44.236.72.93,1433,TCP,47.651,2722,727,3,5,0.0319,0.1269,0.9018,0.0262,5,1,0
TR00582,2026-08-13 02:16:41,10.14.8.11,185.125.190.29,80,TCP,3.151,1716,4180,11,5,0.0278,0.1314,0.7097,0.3458,2,0,0
TR00583,2026-08-15 11:40:30,10.20.2.15,185.125.190.29,443,TCP,6.363,10750,2952,11,11,0.2088,0.0259,0.421,0.4995,11,1,0
TR00584,2026-08-10 15:10:07,10.14.5.4,142.250.74.14,25,TCP,7.581,28540,653,36,5,0.0223,0.0517,0.5915,0.3718,15,0,0
TR00585,2026-08-13 18:57:31,10.14.9.18,13.107.6.156,22,TCP,17.731,7913,16490,21,1,0.123,0.2095,0.7612,0.1761,18,0,0
TR00586,2026-08-12 07:50:16,10.20.2.15,185.125.190.29,445,TCP,104.865,3406,20535,34,5,0.0783,0.0242,0.8352,0.2014,7,0,0
TR00587,2026-08-12 01:15:47,10.20.9.10,20.112.52.29,445,TCP,33.596,3967,319,4,8,0.2307,0.032,0.9795,0.0797,1,0,0
TR00588,2026-08-12 07:44:24,10.14.7.23,185.125.190.29,3389,TCP,27.584,2673,2018,5,5,0.0328,0.0968,0.5029,0.5556,7,0,0
TR00589,2026-08-13 09:06:58,10.14.5.4,142.250.74.14,22,TCP,21.764,933,3922,4,7,0.0223,0.1104,0.7093,0.2199,9,0,0
TR00590,2026-08-12 12:35:41,10.14.8.11,142.250.74.14,3389,TCP,28.885,1480,916,3,8,0.2606,0.042,0.6824,0.2403,12,0,0
TR00591,2026-08-12 03:32:48,10.14.5.4,104.16.132.229,3389,TCP,5.954,4220,8076,8,10,0.0804,0.0575,0.8528,0.1696,3,0,0
TR00592,2026-08-15 22:31:26,10.14.8.11,44.236.72.93,80,TCP,27.322,20996,1462,14,9,0.0449,0.0781,0.62,0.3753,22,1,0
TR00593,2026-08-11 23:13:07,10.20.9.10,142.250.74.14,3389,TCP,73.486,1271,2647,2,10,0.2317,0.0214,0.7016,0.3583,23,0,0
TR00594,2026-08-12 10:43:26,10.20.2.15,44.236.72.93,22,TCP,6.18,691,116784,130,13,0.0253,0.0917,0.5078,0.5241,10,0,0
TR00595,2026-08-12 14:42:13,10.14.5.4,185.125.190.29,53,UDP,15.055,2861,796,2,8,0.0965,0.0699,0.8055,0.2066,14,0,0
TR00596,2026-08-10 11:02:28,10.14.8.11,140.82.121.4,1433,TCP,9.384,6833,984,6,5,0.2856,0.108,0.5651,0.424,11,0,0
TR00597,2026-08-12 15:38:05,10.14.8.11,20.112.52.29,3389,TCP,91.163,1532,1183,5,3,0.1263,0.1086,0.8426,0.2019,15,0,0
TR00598,2026-08-15 14:59:30,10.14.7.23,185.125.190.29,443,TCP,10.046,2633,2016,7,5,0.0397,0.1488,0.6251,0.3925,14,1,0
TR00599,2026-08-15 21:39:53,10.14.9.18,140.82.121.4,445,TCP,1.165,64,77,2,25,0.9833,0.0782,0.2754,0.7905,21,1,1
TR00600,2026-08-14 00:44:05,10.14.7.23,44.236.72.93,443,TCP,0.346,198,77,4,79,0.837,0.2292,0.2548,0.9462,0,0,1
TR00601,2026-08-14 03:54:37,10.20.2.15,140.82.121.4,443,TCP,2.382,407,582,12,5,0.0242,0.0478,0.8806,0.0772,3,0,1
TR00602,2026-08-16 13:02:44,10.20.2.15,20.112.52.29,445,TCP,39.082,9477,11217,25,4,0.043,0.0078,0.5259,0.441,13,1,0
TR00603,2026-08-15 02:37:36,10.14.7.23,20.112.52.29,443,TCP,2.272,424,678,6,1,0.036,0.0306,0.8536,0.031,2,1,1
TR00604,2026-08-13 18:42:37,10.14.5.4,20.112.52.29,80,TCP,22.131,20837,1121,23,5,0.1286,0.0279,0.8323,0.1729,18,0,0
TR00605,2026-08-14 19:11:55,10.20.9.10,185.125.190.29,3389,TCP,26.378,1092,4717,4,2,0.1066,0.0979,0.5664,0.4997,19,0,0
TR00606,2026-08-13 09:43:22,10.20.9.10,20.112.52.29,53,UDP,0.699,151,1788,3,8,0.0517,0.0259,0.8697,0.1053,9,0,0
TR00607,2026-08-11 14:57:30,10.14.7.23,104.16.132.229,80,TCP,17.916,1096,13660,10,2,0.0828,0.2069,0.8749,0.1804,14,0,0
TR00608,2026-08-13 17:24:04,10.20.9.10,20.112.52.29,25,TCP,9.815,780,1772,2,8,0.0618,0.1793,0.4776,0.5744,17,0,0
TR00609,2026-08-14 04:00:01,10.14.5.4,185.125.190.29,443,TCP,207.697,18024658,59417,27825,3,0.0755,0.0357,0.9358,0.0808,4,0,1
TR00610,2026-08-14 16:35:14,10.14.8.11,140.82.121.4,445,TCP,29.787,35200,2414,33,4,0.0949,0.0539,0.9142,0.0463,16,0,0
TR00611,2026-08-14 13:14:52,10.14.7.23,20.112.52.29,443,TCP,168.656,1209,568,2,9,0.1048,0.0295,0.4436,0.589,13,0,0
TR00612,2026-08-15 01:28:16,10.14.9.18,44.236.72.93,443,TCP,57.296,29151,2653,25,10,0.0704,0.0569,0.2799,0.7456,1,1,0
TR00613,2026-08-14 01:31:27,10.14.7.23,142.250.74.14,53,UDP,11.204,2039,2008,2,1,0.1717,0.1404,0.8632,0.0968,1,0,0
TR00614,2026-08-11 01:51:07,10.14.9.18,104.16.132.229,445,TCP,46.083,1559,11060,13,9,0.0582,0.0566,0.6393,0.287,1,0,0
TR00615,2026-08-10 02:54:35,10.14.8.11,185.125.190.29,443,TCP,25.318,154,10960,20,10,0.0029,0.0512,0.8172,0.1488,2,0,0
TR00616,2026-08-16 07:20:41,10.14.9.18,20.112.52.29,80,TCP,8.381,12759,105071,117,13,0.0712,0.1262,0.4561,0.5047,7,1,0
TR00617,2026-08-13 08:57:04,10.20.2.15,185.125.190.29,443,TCP,6.573,7744,10437,12,1,0.046,0.1619,0.7042,0.2951,8,0,0
TR00618,2026-08-13 10:53:02,10.14.8.11,140.82.121.4,443,TCP,10.662,2573,3228,4,1,0.0883,0.0474,0.7466,0.2952,10,0,0
TR00619,2026-08-11 06:33:55,10.14.5.4,104.16.132.229,389,TCP,0.821,79,59,3,46,0.8866,0.4816,0.0553,0.8819,6,0,1
TR00620,2026-08-11 04:42:43,10.14.7.23,44.236.72.93,443,TCP,18.687,399,12503,10,8,0.1871,0.1408,0.8943,0.159,4,0,0
TR00621,2026-08-11 10:00:33,10.14.8.11,13.107.6.156,80,TCP,55.038,212,819,2,9,0.0417,0.1431,0.8719,0.1452,10,0,0
TR00622,2026-08-14 02:02:41,10.14.9.18,44.236.72.93,3389,TCP,28.737,2034,6663,16,1,0.0862,0.0009,0.8081,0.2536,2,0,0
TR00623,2026-08-11 02:54:00,10.14.7.23,13.107.6.156,53,UDP,23.69,1544,434,2,9,0.0872,0.1951,0.268,0.6723,2,0,0
TR00624,2026-08-16 10:31:26,10.14.7.23,44.236.72.93,3389,TCP,32.162,3422,164,3,5,0.1072,0.0469,0.6553,0.4127,10,1,0
TR00625,2026-08-12 23:21:46,10.20.9.10,20.112.52.29,443,TCP,7.805,659,21653,14,3,0.0516,0.0999,0.5091,0.5497,23,0,0
TR00626,2026-08-13 20:24:35,10.14.9.18,13.107.6.156,53,UDP,18.954,4816,1800,11,8,0.0795,0.1518,0.497,0.5635,20,0,0
TR00627,2026-08-16 22:33:15,10.14.5.4,44.236.72.93,445,TCP,4.84,570,30371,53,6,0.2244,0.0467,0.3853,0.5873,22,1,0
TR00628,2026-08-11 22:03:45,10.20.2.15,140.82.121.4,445,TCP,3.732,1050,1906,3,8,0.0768,0.0244,0.8511,0.0974,22,0,0
TR00629,2026-08-11 18:23:53,10.20.9.10,142.250.74.14,443,TCP,88.996,2667,20,2,1,0.0074,0.1285,0.378,0.5823,18,0,0
TR00630,2026-08-11 03:39:04,10.14.7.23,20.112.52.29,443,TCP,10.768,23404,21471,47,8,0.0119,0.014,0.5349,0.4722,3,0,0
TR00631,2026-08-10 23:32:31,10.14.8.11,44.236.72.93,443,TCP,23.803,42,17141,11,1,0.0516,0.0602,0.7522,0.1752,23,0,0
TR00632,2026-08-12 15:13:36,10.14.8.11,13.107.6.156,443,TCP,10.791,2563,2512,4,7,0.0132,0.0561,0.9696,0,15,0,0
TR00633,2026-08-16 17:13:42,10.14.8.11,44.236.72.93,80,TCP,10.257,12857,4601,17,7,0.0966,0.203,0.6141,0.346,17,1,0
TR00634,2026-08-16 09:21:31,10.14.9.18,185.125.190.29,445,TCP,4.324,9680,45765,48,7,0.0238,0.0102,0.3808,0.6332,9,1,0
TR00635,2026-08-14 08:14:28,10.14.7.23,140.82.121.4,443,TCP,30.288,30394,4163,53,6,0.0865,0.0827,0.6715,0.3745,8,0,0
TR00636,2026-08-14 01:08:27,10.14.8.11,20.112.52.29,443,TCP,1.213,614,424,2,6,0.0476,0.0116,0.856,0.015,1,0,1
TR00637,2026-08-16 08:31:04,10.14.9.18,140.82.121.4,3389,TCP,20.942,1329,1986,2,8,0.1109,0.0784,0.8194,0.2064,8,1,0
TR00638,2026-08-16 11:03:26,10.14.5.4,140.82.121.4,53,UDP,7.085,319,1765,2,7,0.1376,0.1022,0.7603,0.2896,11,1,0
TR00639,2026-08-10 22:11:47,10.14.7.23,142.250.74.14,80,TCP,2.397,586,3728,2,11,0.1395,0.0083,0.7833,0.2677,22,0,0
TR00640,2026-08-16 00:09:40,10.20.2.15,44.236.72.93,443,TCP,5.254,582,517,6,6,0.0338,0.0297,0.9957,0.0759,0,1,1
TR00641,2026-08-11 15:23:56,10.20.9.10,142.250.74.14,443,TCP,49.509,4065,4452,9,4,0.1984,0.0408,0.7337,0.2246,15,0,0
TR00642,2026-08-14 06:01:14,10.20.9.10,185.125.190.29,3389,TCP,16.055,3495,3147,6,9,0.0458,0.0372,0.8802,0.0816,6,0,0
TR00643,2026-08-10 00:48:04,10.14.9.18,104.16.132.229,3389,TCP,0.79,205,21,2,68,0.6989,0.2585,0.1451,0.6529,0,0,1
TR00644,2026-08-12 11:55:55,10.20.2.15,185.125.190.29,443,TCP,11.115,1798,3207,4,2,0.0068,0.0387,0.9334,0.0161,11,0,0
TR00645,2026-08-14 21:43:01,10.20.2.15,140.82.121.4,25,TCP,16.2,461,47351,30,1,0.0552,0.0684,0.7355,0.2468,21,0,0
TR00646,2026-08-10 01:49:40,10.14.5.4,13.107.6.156,53,UDP,17.557,482,6448,5,8,0.0381,0.2282,0.6698,0.3406,1,0,0
TR00647,2026-08-15 13:21:21,10.14.5.4,13.107.6.156,443,TCP,66.667,1384,3427,3,9,0.2921,0.0401,0.464,0.5864,13,1,0
TR00648,2026-08-13 10:54:36,10.20.2.15,185.125.190.29,445,TCP,3.509,581,15171,12,3,0.0955,0.1427,0.8312,0.1305,10,0,0
TR00649,2026-08-11 07:21:29,10.14.9.18,20.112.52.29,3389,TCP,0.486,46,110,1,27,0.5668,0.3419,0.1667,0.5889,7,0,1
TR00650,2026-08-14 20:36:30,10.20.2.15,142.250.74.14,80,TCP,3.922,97,396,2,6,0.0207,0.0195,0.5505,0.4759,20,0,0
TR00651,2026-08-16 10:50:30,10.14.9.18,13.107.6.156,443,TCP,253.514,13768,37373,77,3,0.19,0.0989,0.6617,0.4144,10,1,0
TR00652,2026-08-13 23:28:09,10.14.9.18,13.107.6.156,80,TCP,32.602,2180,30123,33,4,0.0988,0.1194,0.8823,0.0978,23,0,0
TR00653,2026-08-15 05:20:16,10.14.8.11,185.125.190.29,443,TCP,5.778,693,1385,2,1,0.0717,0.0962,0.4516,0.5903,5,1,0
TR00654,2026-08-13 12:30:54,10.14.9.18,44.236.72.93,3389,TCP,34.278,413,16083,14,3,0.1037,0.0506,0.8894,0.1629,12,0,0
TR00655,2026-08-16 16:09:18,10.14.8.11,13.107.6.156,445,TCP,5.743,5364,15372,13,9,0.1056,0.0045,0.9014,0.0353,16,1,0
TR00656,2026-08-14 07:12:45,10.14.8.11,104.16.132.229,443,TCP,29.284,956,5136,4,3,0.0611,0.1513,0.6857,0.3535,7,0,0
TR00657,2026-08-16 13:10:08,10.14.9.18,185.125.190.29,22,TCP,5.055,10593,33882,51,11,0.1929,0.0217,0.9229,0.0765,13,1,0
TR00658,2026-08-15 03:28:11,10.14.5.4,20.112.52.29,53,UDP,9.284,814,1908,3,2,0.0361,0.0346,0.7593,0.1944,3,1,0
TR00659,2026-08-15 01:16:53,10.14.7.23,142.250.74.14,1433,TCP,28.066,1601,974,2,6,0.0292,0.063,0.6799,0.2929,1,1,0
TR00660,2026-08-12 18:58:30,10.14.7.23,140.82.121.4,1433,TCP,11.699,4118,36307,39,5,0.2829,0.0382,0.4561,0.4895,18,0,0
TR00661,2026-08-13 23:29:42,10.14.7.23,140.82.121.4,25,TCP,9.982,7391,6564,8,6,0.0388,0.0861,0.7663,0.287,23,0,0
TR00662,2026-08-15 10:42:35,10.14.8.11,44.236.72.93,3389,TCP,10.402,98,794,2,4,0.0109,0.0218,0.7961,0.174,10,1,0
TR00663,2026-08-12 10:32:35,10.14.8.11,142.250.74.14,53,UDP,5.906,5418,2999,5,10,0.0437,0.1097,0.8278,0.1511,10,0,0
TR00664,2026-08-14 06:45:54,10.20.2.15,20.112.52.29,53,UDP,12.816,1391,41362,59,14,0.0134,0.1249,0.6663,0.3076,6,0,0
TR00665,2026-08-13 22:09:11,10.20.2.15,44.236.72.93,445,TCP,10.031,15174,136742,262,8,0.0611,0.0107,0.7122,0.2627,22,0,0
TR00666,2026-08-11 08:51:46,10.14.5.4,140.82.121.4,1433,TCP,4.328,2835,6108,6,5,0.0241,0.09,0.7509,0.2725,8,0,0
TR00667,2026-08-16 02:38:10,10.14.8.11,185.125.190.29,1433,TCP,0.463,196,165,3,97,0.9858,0.1287,0.2564,0.9274,2,1,1
TR00668,2026-08-16 17:21:39,10.14.7.23,44.236.72.93,443,TCP,4.086,15775,1191,14,8,0.0525,0.0389,0.8988,0.0463,17,1,0
TR00669,2026-08-12 06:53:46,10.14.7.23,140.82.121.4,443,TCP,15.115,3747,1849,4,1,0.0111,0.0211,0.822,0.1581,6,0,0
TR00670,2026-08-11 03:50:57,10.20.9.10,20.112.52.29,443,TCP,185.665,18067620,41204,30527,7,0.021,0.0767,0.7932,0.1739,3,0,1
TR00671,2026-08-13 13:07:38,10.14.8.11,142.250.74.14,3389,TCP,7.622,1614,14052,18,2,0.1511,0.1094,0.7858,0.2445,13,0,0
TR00672,2026-08-15 06:42:21,10.14.5.4,20.112.52.29,445,TCP,1.172,217,39,5,30,0.6541,0.2755,0.3496,0.6404,6,1,1
TR00673,2026-08-12 08:14:43,10.20.2.15,104.16.132.229,53,UDP,3.888,599,8994,6,9,0.0019,0.065,0.6774,0.3829,8,0,0
TR00674,2026-08-13 01:50:44,10.14.7.23,185.125.190.29,3389,TCP,28.211,1135,23016,33,1,0.0384,0.0864,0.6159,0.4359,1,0,0
TR00675,2026-08-14 08:42:58,10.14.8.11,44.236.72.93,25,TCP,36.32,3900,6284,11,6,0.0277,0.0383,0.668,0.2876,8,0,0
TR00676,2026-08-13 19:33:15,10.14.7.23,13.107.6.156,443,TCP,7.369,13076,174,10,1,0.0605,0.014,0.9064,0.1523,19,0,0
TR00677,2026-08-15 02:33:28,10.14.5.4,140.82.121.4,443,TCP,1.314,365,477,11,3,0.0348,0.0417,0.9966,0.054,2,1,1
TR00678,2026-08-11 00:03:40,10.14.9.18,142.250.74.14,53,UDP,22.13,317,1035,2,9,0.0929,0.1337,0.7304,0.2519,0,0,0
TR00679,2026-08-15 04:20:07,10.14.7.23,44.236.72.93,445,TCP,4.893,1260,5097,10,5,0.0653,0.1104,0.5854,0.3402,4,1,0
TR00680,2026-08-15 01:37:14,10.14.8.11,140.82.121.4,443,TCP,5.587,572,361,7,1,0.0312,0.0173,0.9167,0.0162,1,1,1
TR00681,2026-08-10 10:48:03,10.14.7.23,142.250.74.14,443,TCP,1.574,561,8980,12,1,0.1672,0.0177,0.6882,0.2425,10,0,0
TR00682,2026-08-14 18:08:44,10.14.5.4,142.250.74.14,443,TCP,15.048,7458,4318,13,12,0.3296,0.0423,0.9398,0.0465,18,0,0
TR00683,2026-08-14 03:09:02,10.14.7.23,142.250.74.14,443,TCP,1.587,207,301,4,2,0.0317,0.0236,0.9502,0.0908,3,0,1
TR00684,2026-08-14 15:51:40,10.20.9.10,185.125.190.29,443,TCP,16.66,1260,1573,3,3,0.0744,0.0056,0.721,0.3286,15,0,0
TR00685,2026-08-10 23:34:47,10.20.2.15,13.107.6.156,443,TCP,1.94,413,329,12,2,0.0008,0.0455,0.9062,0.0354,23,0,1
TR00686,2026-08-14 02:17:38,10.20.2.15,104.16.132.229,443,TCP,36.994,25435245,68891,29001,8,0.047,0.0047,0.8865,0.0644,2,0,1
TR00687,2026-08-15 11:05:37,10.14.7.23,185.125.190.29,443,TCP,26.428,1243,6520,11,1,0.0602,0.0513,0.551,0.4007,11,1,0
TR00688,2026-08-11 00:32:28,10.20.2.15,13.107.6.156,443,TCP,210.112,12431312,66665,28398,4,0.0564,0.0754,0.7751,0.0167,0,0,1
TR00689,2026-08-15 20:55:48,10.14.5.4,44.236.72.93,22,TCP,4.81,2638,75420,118,8,0.2413,0.0246,0.6888,0.3889,20,1,0
TR00690,2026-08-15 00:34:12,10.14.7.23,140.82.121.4,3389,TCP,17.727,812,7819,10,5,0.011,0.0021,0.7359,0.3172,0,1,0
TR00691,2026-08-11 18:31:54,10.20.2.15,140.82.121.4,25,TCP,0.119,222,9,1,97,0.5452,0.4947,0.394,0.6546,18,0,1
TR00692,2026-08-16 00:43:49,10.20.9.10,20.112.52.29,1433,TCP,5.007,2641,7511,7,3,0.0839,0.1664,0.9179,0.0268,0,1,0
TR00693,2026-08-11 03:21:31,10.14.9.18,13.107.6.156,443,TCP,168.364,33887537,14629,27736,2,0.057,0.0162,0.9862,0.1968,3,0,1
TR00694,2026-08-11 17:13:10,10.14.7.23,140.82.121.4,443,TCP,3.947,6096,11736,15,2,0.1137,0.0456,0.6816,0.2487,17,0,0
TR00695,2026-08-15 17:41:26,10.14.8.11,104.16.132.229,443,TCP,16.547,224,695,2,7,0.1325,0.0572,0.7261,0.1967,17,1,0
TR00696,2026-08-11 13:06:22,10.14.9.18,142.250.74.14,53,UDP,27.069,15302,2413,17,9,0.189,0.0049,0.7938,0.1666,13,0,0
TR00697,2026-08-16 21:42:14,10.14.8.11,44.236.72.93,53,UDP,8.242,2591,572491,604,9,0.0759,0.011,0.4184,0.5594,21,1,0
TR00698,2026-08-12 17:26:36,10.20.2.15,185.125.190.29,80,TCP,66.981,449,3222,2,5,0.2135,0.1808,0.8369,0.215,17,0,0
TR00699,2026-08-15 00:58:30,10.14.5.4,44.236.72.93,1433,TCP,37.821,37410,45304,58,6,0.1819,0.0415,0.5352,0.5426,0,1,0
TR00700,2026-08-15 00:06:58,10.14.5.4,142.250.74.14,53,UDP,13.966,302,1474,2,9,0.1808,0.0003,0.8783,0.1375,0,1,0
TR00701,2026-08-12 06:53:12,10.20.9.10,140.82.121.4,80,TCP,48.624,1843,257,3,2,0.1136,0.0098,0.8756,0.0932,6,0,0
TR00702,2026-08-15 01:16:01,10.14.5.4,185.125.190.29,445,TCP,1.564,6595,11725,22,4,0.033,0.0142,0.6807,0.3039,1,1,0
TR00703,2026-08-11 22:58:01,10.14.5.4,185.125.190.29,445,TCP,18.846,42028,1152,35,6,0.0185,0.0386,0.6671,0.3764,22,0,0
TR00704,2026-08-14 20:56:04,10.14.5.4,185.125.190.29,22,TCP,9.608,393,1395,2,1,0.0522,0.1078,0.7155,0.3483,20,0,0
TR00705,2026-08-15 16:41:00,10.14.8.11,185.125.190.29,22,TCP,14.635,2626,3252,10,3,0.1241,0.0905,0.5635,0.4391,16,1,0
TR00706,2026-08-16 09:12:06,10.14.8.11,13.107.6.156,443,TCP,10.433,20350,2557,44,7,0.1518,0.0277,0.8482,0.1329,9,1,0
TR00707,2026-08-15 21:10:33,10.14.7.23,13.107.6.156,25,TCP,14.27,2266,1464,3,1,0.0522,0.0488,0.6956,0.3272,21,1,0
TR00708,2026-08-12 05:27:24,10.20.2.15,142.250.74.14,3389,TCP,36.702,428,5260,5,4,0.0182,0.1331,0.8812,0.0828,5,0,0
TR00709,2026-08-10 15:23:35,10.14.7.23,104.16.132.229,1433,TCP,17.8,456,24822,43,6,0.0141,0.0922,0.6525,0.2925,15,0,0
TR00710,2026-08-14 05:46:41,10.20.9.10,13.107.6.156,443,TCP,15.397,2993,9170,13,14,0.0392,0.0417,0.7966,0.21,5,0,0
TR00711,2026-08-10 10:49:46,10.14.7.23,13.107.6.156,443,TCP,19.378,13349,1017,11,2,0.0268,0.1502,0.5712,0.4037,10,0,0
TR00712,2026-08-11 04:46:02,10.14.7.23,140.82.121.4,22,TCP,42.425,3479,3998,6,2,0.0522,0.1757,0.7208,0.2971,4,0,0
