event_id,timestamp,user_id,source_ip,destination_host,logon_type,result,failure_reason,process
A00221,2026-08-16 07:26:31,tkatjiuanjo,10.14.5.4,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00222,2026-08-16 07:29:52,lamutenya,10.14.8.11,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00223,2026-08-16 07:31:44,tkatjiuanjo,10.14.5.4,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00224,2026-08-16 07:40:08,mhamukoto,10.14.9.18,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00225,2026-08-16 08:09:52,tkatjiuanjo,10.14.5.4,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00226,2026-08-16 08:26:10,mhamukoto,10.14.9.18,AD-CORE-01,Network,FAILURE,Unknown user,lsass.exe
A00227,2026-08-16 08:26:50,tkatjiuanjo,10.14.5.4,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00228,2026-08-16 09:04:06,lamutenya,10.14.8.11,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00229,2026-08-16 09:06:45,mhamukoto,10.14.9.18,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00230,2026-08-16 10:06:01,lamutenya,10.14.8.11,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00231,2026-08-16 10:46:47,lamutenya,10.14.8.11,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00232,2026-08-16 12:06:18,lamutenya,10.14.8.11,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00233,2026-08-16 12:08:46,svc_backup,10.14.1.15,AD-CORE-01,Service,SUCCESS,,backup-agent.exe
A00234,2026-08-16 12:24:18,nshikongo,10.14.7.23,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00235,2026-08-16 12:41:05,lamutenya,10.14.8.11,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00236,2026-08-16 12:51:03,nshikongo,10.14.7.23,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00237,2026-08-16 13:21:11,nshikongo,10.14.7.23,AD-CORE-01,RemoteInteractive,FAILURE,Account locked,lsass.exe
A00238,2026-08-16 13:46:52,nshikongo,10.14.7.23,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00239,2026-08-16 14:20:32,lamutenya,10.14.8.11,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00240,2026-08-16 14:21:49,mhamukoto,10.14.9.18,AD-CORE-01,RemoteInteractive,SUCCESS,,winlogon.exe
A00241,2026-08-16 14:35:52,lamutenya,10.14.8.11,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00242,2026-08-16 16:06:04,mhamukoto,10.14.9.18,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00243,2026-08-16 16:30:21,lamutenya,10.14.8.11,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00244,2026-08-16 17:03:24,nshikongo,10.14.7.23,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00245,2026-08-16 17:49:55,nshikongo,10.14.7.23,AD-CORE-01,Interactive,SUCCESS,,winlogon.exe
A00246,2026-08-16 18:10:51,svc_backup,10.14.1.15,AD-CORE-01,Service,SUCCESS,,backup-agent.exe
A00247,2026-08-16 18:37:30,mhamukoto,10.14.9.18,AD-CORE-01,Network,SUCCESS,,winlogon.exe
A00248,2026-08-16 19:34:06,tkatjiuanjo,10.14.5.4,AD-CORE-01,Network,SUCCESS,,winlogon.exe
