flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend
INV00156,2026-08-12 21:40:37,10.20.9.10,13.107.6.156,443,TCP,14.005,454,17912,13,11,0.117,0.0634,0.713,0.2238,21,0
INV00116,2026-08-12 22:24:27,10.14.5.4,13.107.6.156,443,TCP,4.907,3190,6646,13,1,0.3959,0.0746,0.9047,0.0631,22,0
INV00246,2026-08-12 22:27:04,10.14.7.23,185.125.190.29,3389,TCP,64.022,1486,2333,2,6,0.0996,0.0866,0.7212,0.2662,22,0
INV00055,2026-08-12 22:27:33,10.14.8.11,104.16.132.229,53,UDP,126.974,7454,17528,23,5,0.1217,0.0246,0.5873,0.4803,22,0
INV00186,2026-08-12 22:40:34,10.14.5.4,20.112.52.29,443,TCP,6.17,1636,15531,16,5,0.1002,0.1012,0.514,0.449,22,0
INV00157,2026-08-12 23:59:23,10.14.5.4,104.16.132.229,3389,TCP,13.649,936,1567,2,2,0.0864,0.0983,0.7834,0.1997,23,0
INV00142,2026-08-13 00:18:37,10.14.5.4,185.125.190.29,1433,TCP,11.762,68343,52957,100,4,0.1894,0.082,0.7561,0.2544,0,0
INV00153,2026-08-13 00:28:48,10.14.8.11,20.112.52.29,443,TCP,38.781,222,1088,2,10,0.0526,0.0972,0.4472,0.6173,0,0
INV00046,2026-08-13 00:59:35,10.20.2.15,20.112.52.29,443,TCP,11.554,594,3618,3,10,0.0051,0.1182,0.8246,0.1019,0,0
INV00252,2026-08-13 01:51:28,10.14.5.4,104.16.132.229,3389,TCP,24.431,1445,2405,3,1,0.2472,0.052,0.9502,0.032,1,0
INV00315,2026-08-13 02:17:16,10.20.2.15,13.107.6.156,443,TCP,16.891,146,991,2,3,0.0826,0.0094,0.702,0.2922,2,0
INV00044,2026-08-13 03:06:38,10.14.9.18,44.236.72.93,80,TCP,4.625,11429,4707,13,5,0.0857,0.0588,0.76,0.189,3,0
INV00075,2026-08-13 04:01:35,10.14.7.23,185.125.190.29,80,TCP,279.45,1256,10792,9,11,0.1027,0.0653,0.6916,0.3365,4,0
INV00366,2026-08-13 04:26:19,10.14.5.4,140.82.121.4,443,TCP,33.634,797,4400,5,7,0.0466,0.2081,0.8186,0.156,4,0
INV00292,2026-08-13 04:31:07,10.14.5.4,20.112.52.29,3389,TCP,75.436,526,13867,11,2,0.0403,0.0404,0.8914,0.087,4,0
INV00286,2026-08-13 04:31:19,10.14.7.23,13.107.6.156,443,TCP,0.883,3999,829,3,2,0.0521,0.0742,0.6554,0.4009,4,0
INV00239,2026-08-13 04:31:53,10.14.8.11,142.250.74.14,3389,TCP,181.285,31114,612,27,1,0.0178,0.1076,0.8251,0.199,4,0
INV00406,2026-08-13 04:33:54,10.20.2.15,185.125.190.29,80,TCP,14.091,2932,5634,10,11,0.0414,0.1417,0.7549,0.2285,4,0
INV00130,2026-08-13 04:39:34,10.20.2.15,13.107.6.156,80,TCP,61.977,1845,1815,2,9,0.1038,0.0144,0.8065,0.1909,4,0
INV00096,2026-08-13 04:51:57,10.14.8.11,104.16.132.229,445,TCP,9.433,6447,1512,8,5,0.0658,0.0124,0.7464,0.1743,4,0
INV00029,2026-08-13 04:54:28,10.20.2.15,13.107.6.156,80,TCP,6.384,2217,3706,4,2,0.1838,0.0644,0.479,0.5442,4,0
INV00339,2026-08-13 05:11:15,10.14.9.18,140.82.121.4,53,UDP,33.137,1810,1806,6,4,0.0328,0.1741,0.8352,0.1355,5,0
INV00274,2026-08-13 05:12:46,10.20.9.10,20.112.52.29,443,TCP,7.493,3052,9941,10,9,0.1073,0.2181,0.981,0.0682,5,0
INV00262,2026-08-13 05:28:27,10.20.2.15,104.16.132.229,443,TCP,10.983,1282,22376,15,7,0.0188,0.1388,0.5385,0.5326,5,0
INV00388,2026-08-13 06:52:01,10.14.5.4,185.125.190.29,80,TCP,22.448,3865,24987,24,9,0.0321,0.0424,0.7502,0.2907,6,0
INV00311,2026-08-13 06:55:57,10.14.7.23,185.125.190.29,80,TCP,25.585,6289,1382,13,5,0.0629,0.292,0.8913,0.0586,6,0
INV00050,2026-08-13 07:52:19,10.14.8.11,20.112.52.29,80,TCP,19.506,9079,1203,13,1,0.1108,0.0585,0.6711,0.3451,7,0
INV00415,2026-08-13 08:41:21,10.14.8.11,142.250.74.14,443,TCP,37.322,9060,1059,8,8,0.0763,0.1653,0.415,0.5138,8,0
INV00381,2026-08-13 08:53:08,10.14.9.18,142.250.74.14,80,TCP,20.437,7329,3196,7,1,0.0757,0.0234,0.8674,0.1114,8,0
INV00317,2026-08-13 09:11:57,10.20.9.10,185.125.190.29,53,UDP,26.917,55,10504,9,6,0.0145,0.1094,0.8088,0.1529,9,0
INV00299,2026-08-13 09:13:41,10.14.8.11,13.107.6.156,80,TCP,6.951,986,3530,2,1,0.2352,0.0206,0.7838,0.2777,9,0
INV00306,2026-08-13 09:42:11,10.14.9.18,13.107.6.156,445,TCP,14.207,605,7752,10,4,0.2059,0.0563,0.6742,0.3497,9,0
INV00148,2026-08-13 10:08:05,10.20.2.15,185.125.190.29,22,TCP,25.761,395,18087,15,6,0.0016,0.025,0.8361,0.1777,10,0
INV00289,2026-08-13 10:09:27,10.14.9.18,185.125.190.29,443,TCP,24.537,4899,25525,55,9,0.0235,0.0052,0.7551,0.3193,10,0
INV00410,2026-08-13 10:13:10,10.20.2.15,140.82.121.4,443,TCP,13.934,1719,22202,19,9,0.097,0.0122,0.4782,0.4536,10,0
INV00035,2026-08-13 11:02:01,10.14.5.4,140.82.121.4,443,TCP,64.173,779,1348,2,6,0.0025,0.151,0.8589,0.1373,11,0
INV00375,2026-08-13 11:52:57,10.14.9.18,185.125.190.29,443,TCP,35.019,612,5771,9,8,0.1168,0.0243,0.8974,0.0402,11,0
INV00193,2026-08-13 11:59:36,10.14.7.23,20.112.52.29,80,TCP,27.898,1678,880,2,2,0.0864,0.0324,0.9201,0.01,11,0
INV00012,2026-08-13 12:09:09,10.20.2.15,44.236.72.93,3389,TCP,16.444,621,2659,2,10,0.0707,0.0543,0.8812,0.0544,12,0
INV00081,2026-08-13 12:17:33,10.14.5.4,104.16.132.229,443,TCP,3.962,1178,1229,2,8,0.0064,0.0173,0.899,0.1257,12,0
INV00060,2026-08-13 12:38:08,10.14.7.23,44.236.72.93,1433,TCP,19.347,18931,11716,19,1,0.0465,0.1015,0.811,0.1938,12,0
INV00082,2026-08-13 12:45:39,10.14.8.11,13.107.6.156,445,TCP,5.22,1627,24818,17,6,0.1988,0.0658,0.6142,0.3861,12,0
INV00121,2026-08-13 13:02:28,10.14.7.23,104.16.132.229,443,TCP,4.099,34330,1222,62,8,0.0261,0.0341,0.9232,0.0214,13,0
INV00181,2026-08-13 13:14:15,10.14.5.4,140.82.121.4,1433,TCP,12.527,3218,3696,5,6,0.0625,0.0351,0.9336,0.0198,13,0
INV00351,2026-08-13 13:21:09,10.14.5.4,142.250.74.14,443,TCP,57.883,33284,81072,82,5,0.1342,0.1151,0.7796,0.2711,13,0
INV00070,2026-08-13 13:48:28,10.14.7.23,44.236.72.93,80,TCP,10.459,1712,6733,11,3,0.1534,0.0723,0.8436,0.1341,13,0
INV00414,2026-08-13 13:58:44,10.14.8.11,185.125.190.29,25,TCP,28.455,1316,1545,4,5,0.2561,0.0028,0.9192,0.0913,13,0
INV00089,2026-08-13 14:04:05,10.20.9.10,140.82.121.4,445,TCP,30.326,1110503,30754,1041,9,0.1962,0.0068,0.6995,0.3142,14,0
INV00225,2026-08-13 14:05:47,10.14.7.23,104.16.132.229,80,TCP,11.016,1752,4450,9,5,0.0912,0.1098,0.7366,0.3273,14,0
INV00002,2026-08-13 14:32:56,10.20.2.15,20.112.52.29,443,TCP,69.524,3306,18963,23,3,0.1244,0.0993,0.7304,0.1913,14,0
INV00198,2026-08-13 14:34:40,10.14.7.23,13.107.6.156,443,TCP,22.139,1718,1984,3,7,0.0289,0.1151,0.9101,0.1234,14,0
INV00269,2026-08-13 14:51:34,10.14.7.23,104.16.132.229,25,TCP,3.798,835,62688,42,9,0.228,0.1036,0.9695,0.0121,14,0
INV00358,2026-08-13 15:30:59,10.14.8.11,142.250.74.14,80,TCP,14.827,1655,3645,4,9,0.0233,0.1266,0.7095,0.3045,15,0
INV00310,2026-08-13 16:04:06,10.14.9.18,20.112.52.29,80,TCP,33.263,950,5075,6,8,0.1483,0.0607,0.5645,0.4689,16,0
INV00132,2026-08-13 16:12:46,10.20.2.15,140.82.121.4,53,UDP,6.434,2216,2553,7,10,0.0365,0.0758,0.7837,0.2524,16,0
INV00126,2026-08-13 16:13:27,10.14.7.23,44.236.72.93,3389,TCP,36.635,2294,47699,82,13,0.0141,0.1104,0.808,0.2642,16,0
INV00233,2026-08-13 16:49:10,10.20.9.10,44.236.72.93,3389,TCP,81.358,839,862,2,1,0.0424,0.0286,0.6885,0.3451,16,0
INV00084,2026-08-13 17:04:40,10.20.2.15,20.112.52.29,80,TCP,23.542,8535,1899,7,5,0.005,0.0291,0.7535,0.2166,17,0
INV00352,2026-08-13 17:07:38,10.14.7.23,185.125.190.29,53,UDP,93.799,1472,18953,39,8,0.038,0.0659,0.7423,0.2824,17,0
INV00066,2026-08-13 17:12:59,10.14.7.23,140.82.121.4,443,TCP,105.44,182,1106,2,1,0.0372,0.0294,0.7779,0.1471,17,0
INV00387,2026-08-13 18:12:26,10.14.9.18,185.125.190.29,443,TCP,32.464,653,16408,22,14,0.0006,0.016,0.6071,0.3221,18,0
INV00405,2026-08-13 18:22:08,10.20.9.10,185.125.190.29,22,TCP,9.319,473,435,2,7,0.0636,0.1047,0.7532,0.2026,18,0
INV00204,2026-08-13 18:27:09,10.20.9.10,13.107.6.156,443,TCP,9.963,9702,168374,327,11,0.0669,0.0782,0.5235,0.4247,18,0
INV00085,2026-08-13 18:27:44,10.14.9.18,185.125.190.29,53,UDP,2.815,1399,2810,3,1,0.017,0.0703,0.5836,0.461,18,0
INV00335,2026-08-13 18:32:58,10.14.7.23,104.16.132.229,443,TCP,1.177,914,2714,3,6,0.1448,0.0267,0.6074,0.4582,18,0
INV00201,2026-08-13 18:57:33,10.14.8.11,13.107.6.156,3389,TCP,26.638,732,532,2,6,0.22,0.0369,0.5526,0.5102,18,0
INV00194,2026-08-13 19:12:44,10.20.2.15,20.112.52.29,1433,TCP,20.172,5761,28020,36,12,0.1142,0.0191,0.2983,0.6521,19,0
INV00019,2026-08-13 19:59:38,10.14.8.11,20.112.52.29,445,TCP,15.92,4620,3886,6,5,0.0202,0.0312,0.8493,0.1476,19,0
INV00223,2026-08-13 20:11:16,10.14.5.4,44.236.72.93,3389,TCP,4.076,3096,23715,21,9,0.1065,0.0123,0.6993,0.2999,20,0
INV00281,2026-08-13 20:13:08,10.14.9.18,104.16.132.229,443,TCP,4.125,3774,3068,5,5,0.1117,0.3047,0.7526,0.3079,20,0
INV00367,2026-08-13 20:25:10,10.14.9.18,13.107.6.156,443,TCP,22.664,6004,40460,38,10,0.097,0.0578,0.4792,0.4452,20,0
INV00323,2026-08-13 20:45:15,10.20.9.10,104.16.132.229,53,UDP,75.297,358,21927,14,5,0.1759,0.0412,0.7487,0.2202,20,0
INV00057,2026-08-13 20:49:44,10.14.5.4,44.236.72.93,80,TCP,8.211,582,277,2,9,0.0933,0.024,0.6188,0.3787,20,0
INV00251,2026-08-13 20:55:37,10.14.7.23,20.112.52.29,443,TCP,16.721,4754,5411,17,12,0.0099,0.0592,0.7292,0.3151,20,0
INV00241,2026-08-13 21:47:01,10.14.7.23,185.125.190.29,443,TCP,28.874,5244,15051,18,10,0.0255,0.1377,0.4292,0.5304,21,0
INV00212,2026-08-13 21:58:11,10.14.8.11,140.82.121.4,80,TCP,36.957,1257,16645,17,1,0.0894,0.0799,0.8349,0.0889,21,0
INV00199,2026-08-13 22:20:04,10.14.5.4,185.125.190.29,445,TCP,46.239,1024,77122,122,4,0.1595,0.0317,0.6682,0.3848,22,0
INV00047,2026-08-13 22:28:42,10.14.5.4,142.250.74.14,80,TCP,9.804,3417,10743,9,6,0.1554,0.0565,0.5244,0.5551,22,0
INV00363,2026-08-13 22:43:13,10.14.8.11,44.236.72.93,443,TCP,23.457,4202,1576,8,8,0.1001,0.0358,0.8244,0.2252,22,0
INV00018,2026-08-13 23:09:55,10.20.2.15,20.112.52.29,3389,TCP,5.473,45094,1713,88,1,0.1269,0.0527,0.8804,0.0746,23,0
INV00215,2026-08-13 23:24:34,10.14.7.23,44.236.72.93,1433,TCP,24.99,1020,404,2,3,0.1572,0.0162,0.8931,0.0985,23,0
INV00353,2026-08-13 23:39:34,10.14.5.4,185.125.190.29,22,TCP,41.382,8709,21921,20,6,0.256,0.0462,0.9449,0.0293,23,0
INV00370,2026-08-14 00:15:11,10.20.9.10,104.16.132.229,443,TCP,18.226,18403,28134,30,1,0.0629,0.0362,0.8996,0.0243,0,0
INV00394,2026-08-14 00:28:47,10.20.9.10,142.250.74.14,1433,TCP,3.194,900,153,2,10,0.0429,0.0292,0.7319,0.3358,0,0
INV00272,2026-08-14 00:38:38,10.14.7.23,142.250.74.14,3389,TCP,26.566,390,11891,12,13,0.0218,0.144,0.5324,0.4517,0,0
INV00330,2026-08-14 00:39:02,10.20.2.15,104.16.132.229,443,TCP,26.804,2848,192,2,7,0.1971,0.1381,0.2612,0.697,0,0
INV00391,2026-08-14 01:35:55,10.14.5.4,20.112.52.29,443,TCP,5.571,4780,119,3,10,0.0271,0.1279,0.6979,0.2321,1,0
INV00236,2026-08-14 01:43:40,10.14.5.4,44.236.72.93,443,TCP,48.862,4058,2897,4,6,0.3214,0.0192,0.4684,0.5969,1,0
INV00413,2026-08-14 01:46:45,10.14.9.18,20.112.52.29,53,UDP,27.8,1228,42955,33,7,0.2976,0.0848,0.6075,0.3888,1,0
INV00393,2026-08-14 01:57:36,10.14.9.18,142.250.74.14,3389,TCP,13.527,1723,18932,17,4,0.2207,0.0243,0.8485,0.1033,1,0
INV00129,2026-08-14 03:08:50,10.20.9.10,185.125.190.29,22,TCP,5.044,1025,552,2,4,0.0341,0.0553,0.8335,0.1191,3,0
INV00175,2026-08-14 03:24:01,10.20.2.15,142.250.74.14,443,TCP,18.682,85869,13827,150,9,0.0378,0.03,0.6925,0.3076,3,0
INV00213,2026-08-14 03:29:19,10.14.7.23,20.112.52.29,53,UDP,26.629,4614,9653,10,1,0.2025,0.0936,0.9191,0.0428,3,0
INV00030,2026-08-14 03:36:48,10.14.5.4,185.125.190.29,443,TCP,23.359,1035,9606,18,6,0.063,0.1201,0.7566,0.2387,3,0
INV00331,2026-08-14 03:45:46,10.20.9.10,142.250.74.14,1433,TCP,29.355,5962,27,6,9,0.0474,0.0075,0.4605,0.5208,3,0
INV00382,2026-08-14 03:53:24,10.20.2.15,13.107.6.156,443,TCP,31.896,980,1271,2,2,0.214,0.3782,0.9179,0.1337,3,0
INV00183,2026-08-14 04:13:52,10.14.8.11,185.125.190.29,80,TCP,7.356,1300,1580,3,5,0.1985,0.0205,0.3723,0.6447,4,0
INV00232,2026-08-14 04:17:32,10.20.2.15,104.16.132.229,53,UDP,54.464,43,755,2,9,0.0603,0.016,0.462,0.6128,4,0
INV00125,2026-08-14 04:18:25,10.20.9.10,44.236.72.93,80,TCP,3.572,2594,644,2,3,0.0428,0.2136,0.4939,0.5468,4,0
INV00416,2026-08-14 04:30:38,10.14.5.4,20.112.52.29,445,TCP,8.076,937,4523,3,7,0.0155,0.1024,0.4534,0.5113,4,0
INV00422,2026-08-14 04:59:11,10.20.9.10,44.236.72.93,443,TCP,3.376,409,724,2,1,0.0101,0.0217,0.4301,0.4972,4,0
INV00314,2026-08-14 05:17:02,10.20.2.15,140.82.121.4,3389,TCP,58.178,3873,753,3,7,0.0022,0.075,0.7494,0.2039,5,0
INV00024,2026-08-14 05:31:40,10.14.9.18,185.125.190.29,1433,TCP,64.347,248,1219,2,3,0.266,0.2629,0.9811,0,5,0
INV00305,2026-08-14 06:04:45,10.14.7.23,20.112.52.29,443,TCP,150.23,30925,3264,41,6,0.073,0.158,0.9108,0.0104,6,0
INV00297,2026-08-14 06:15:00,10.14.7.23,185.125.190.29,1433,TCP,25.227,120,684,2,7,0.1431,0.0276,0.6588,0.3244,6,0
INV00372,2026-08-14 06:23:16,10.14.9.18,44.236.72.93,443,TCP,21.428,322,3199,3,8,0.0359,0.0122,0.4738,0.4878,6,0
INV00242,2026-08-14 07:31:37,10.20.9.10,44.236.72.93,53,UDP,11.738,1011,7314,10,8,0.0832,0.1438,0.8694,0.0725,7,0
INV00288,2026-08-14 08:08:42,10.14.8.11,140.82.121.4,22,TCP,10.507,3158,10116,8,3,0.0437,0.0648,0.5971,0.3325,8,0
INV00206,2026-08-14 08:26:36,10.20.2.15,185.125.190.29,443,TCP,19.543,3081,2095,5,6,0.0405,0.0474,0.6723,0.385,8,0
INV00400,2026-08-14 09:01:28,10.14.7.23,140.82.121.4,80,TCP,23.607,748,15974,25,7,0.0373,0.0177,0.5551,0.4544,9,0
INV00247,2026-08-14 09:05:54,10.20.9.10,185.125.190.29,80,TCP,24.102,1203,3030,3,1,0.0844,0.0302,0.74,0.2777,9,0
INV00304,2026-08-14 09:07:06,10.14.5.4,20.112.52.29,22,TCP,13.786,1551,186,2,5,0.1165,0.0226,0.5712,0.4571,9,0
INV00159,2026-08-14 09:28:34,10.14.7.23,13.107.6.156,445,TCP,5.901,17741,1822,32,5,0.1838,0.0633,0.7586,0.2083,9,0
INV00184,2026-08-14 09:34:10,10.14.7.23,185.125.190.29,443,TCP,4.11,678,112538,127,8,0.0422,0.0763,0.8078,0.1634,9,0
INV00344,2026-08-14 09:44:55,10.14.9.18,20.112.52.29,443,TCP,37.541,1646,3240,4,11,0.0271,0.1107,0.7087,0.332,9,0
INV00079,2026-08-14 10:19:33,10.20.2.15,142.250.74.14,443,TCP,35.556,4212,7350,11,6,0.03,0.0419,0.6099,0.378,10,0
INV00122,2026-08-14 11:23:40,10.14.8.11,20.112.52.29,80,TCP,8.227,1512,173,2,7,0.0323,0.0636,0.7307,0.2506,11,0
INV00258,2026-08-14 11:36:35,10.20.2.15,185.125.190.29,3389,TCP,19.673,4338,864,3,12,0.1846,0.0684,0.8235,0.1444,11,0
INV00049,2026-08-14 11:51:11,10.14.9.18,185.125.190.29,80,TCP,37.138,2605,9327,8,8,0.0016,0.0871,0.8257,0.1137,11,0
INV00291,2026-08-14 12:13:12,10.20.2.15,13.107.6.156,443,TCP,34.678,144,9841,11,9,0.0517,0.1074,0.8248,0.1625,12,0
INV00068,2026-08-14 13:16:01,10.14.8.11,104.16.132.229,53,UDP,2.579,7581,23237,21,8,0.0112,0.0072,0.4192,0.6566,13,0
INV00280,2026-08-14 13:22:12,10.20.9.10,13.107.6.156,3389,TCP,11.232,2932,3458,4,4,0.1071,0.0539,0.7978,0.1295,13,0
INV00013,2026-08-14 14:17:23,10.14.7.23,44.236.72.93,22,TCP,7.651,1051,26472,21,7,0.1003,0.0569,0.6527,0.2856,14,0
INV00005,2026-08-14 14:49:29,10.14.5.4,20.112.52.29,80,TCP,11.314,21026,14005,62,14,0.2494,0.1051,0.6794,0.2546,14,0
INV00348,2026-08-14 15:05:08,10.14.5.4,140.82.121.4,445,TCP,11.568,162,603,2,1,0.1238,0.0064,0.6586,0.4081,15,0
INV00090,2026-08-14 15:07:17,10.14.8.11,140.82.121.4,53,UDP,17.761,6958,37629,37,3,0.2644,0.0177,0.7067,0.3616,15,0
INV00117,2026-08-14 15:16:47,10.20.9.10,185.125.190.29,443,TCP,9.289,1479,8874,13,5,0.0209,0.0205,0.7345,0.291,15,0
INV00076,2026-08-14 16:01:18,10.20.9.10,20.112.52.29,443,TCP,5.342,22604,7770,36,9,0.0007,0.0113,0.8774,0.0474,16,0
INV00338,2026-08-14 16:07:40,10.14.5.4,140.82.121.4,443,TCP,5.216,1138,10734,22,11,0.0134,0.0833,0.9208,0.1329,16,0
INV00123,2026-08-14 16:15:01,10.20.9.10,185.125.190.29,443,TCP,2.639,2287,362,2,7,0.1021,0.0275,0.598,0.3957,16,0
INV00329,2026-08-14 16:48:29,10.14.7.23,140.82.121.4,1433,TCP,15.116,13952,339,13,11,0.0218,0.0682,0.8987,0.136,16,0
INV00022,2026-08-14 17:42:38,10.14.9.18,140.82.121.4,443,TCP,53.027,952,1663,2,9,0.0924,0.1038,0.6929,0.3304,17,0
INV00074,2026-08-14 17:48:51,10.14.5.4,104.16.132.229,445,TCP,2.261,4879,411,3,2,0.0095,0.0342,0.726,0.2271,17,0
INV00303,2026-08-14 19:57:30,10.14.8.11,104.16.132.229,22,TCP,13.908,43218,49493,103,1,0.0437,0.0037,0.6585,0.3104,19,0
INV00146,2026-08-14 20:16:51,10.20.2.15,185.125.190.29,1433,TCP,9.811,2041,4546,5,9,0.0796,0.0116,0.7438,0.3284,20,0
INV00316,2026-08-14 20:43:40,10.20.9.10,44.236.72.93,445,TCP,10.293,9373,5783,17,14,0.0373,0.0213,0.8233,0.2007,20,0
INV00182,2026-08-14 21:19:42,10.14.8.11,142.250.74.14,443,TCP,7.688,24687,11488,29,8,0.2201,0.1371,0.8084,0.2257,21,0
INV00067,2026-08-14 22:17:27,10.14.8.11,185.125.190.29,3389,TCP,7.375,11998,800,15,6,0.1172,0.0227,0.7042,0.2426,22,0
INV00385,2026-08-14 23:17:14,10.14.9.18,140.82.121.4,3389,TCP,8.355,220,3936,2,1,0.1465,0.0834,0.7258,0.2863,23,0
INV00275,2026-08-14 23:23:35,10.14.9.18,104.16.132.229,80,TCP,2.356,20749,3686,41,6,0.1149,0.0107,0.8727,0.151,23,0
INV00131,2026-08-14 23:26:42,10.14.9.18,20.112.52.29,443,TCP,14.774,182,155,2,10,0.0568,0.0664,0.8366,0.1087,23,0
INV00093,2026-08-14 23:48:47,10.14.7.23,13.107.6.156,443,TCP,40.911,14819,1537,15,1,0.0874,0.0622,0.5888,0.4648,23,0
CASE-BEACON-05,2026-08-15 00:05:10,10.14.7.23,185.199.110.42,443,TCP,4.401,357,260,9,3,0.0,0.0,0.929,0.0603,2,1
INV00301,2026-08-15 00:09:18,10.14.5.4,20.112.52.29,22,TCP,20.998,1205,41431,32,5,0.1254,0.0765,0.829,0.1902,0,1
CASE-SCAN-01,2026-08-15 00:18:00,10.14.7.23,10.20.5.12,1433,TCP,0.195,76,29,1,50,0.8188,0.1632,0.0962,0.9436,2,1
CASE-SCAN-05,2026-08-15 00:18:28,10.14.7.23,10.20.3.50,443,TCP,0.368,71,28,4,68,0.7336,0.2757,0.1816,0.8653,2,1
CASE-EXFIL-04,2026-08-15 00:44:06,10.14.7.23,45.77.89.11,443,TCP,74.244,25220702,8724,37878,2,0.0,0.0,0.9423,0.0579,2,1
CASE-BEACON-01,2026-08-15 00:45:07,10.14.7.23,185.199.110.42,443,TCP,4.27,355,198,7,2,0.0,0.0,0.9249,0.044,1,1
CASE-EXFIL-16,2026-08-15 00:56:13,10.14.7.23,45.77.89.11,443,TCP,48.306,18937274,15624,25803,1,0.0,0.0,0.982,0.0109,2,1
CASE-SCAN-06,2026-08-15 01:18:35,10.14.7.23,10.20.2.15,25,TCP,0.35,69,53,3,31,0.6168,0.2424,0.0932,0.741,2,1
CASE-BEACON-09,2026-08-15 01:25:03,10.14.7.23,185.199.110.42,443,TCP,2.356,435,379,4,2,0.0,0.0,0.971,0.0634,2,1
CASE-EXFIL-02,2026-08-15 01:42:17,10.14.7.23,45.77.89.11,443,TCP,85.874,22956668,9652,31274,4,0.0,0.0,0.9676,0.0583,2,1
CASE-EXFIL-06,2026-08-15 01:46:00,10.14.7.23,45.77.89.11,443,TCP,54.27,18232892,20968,29555,1,0.0,0.0,0.9282,0.0493,2,1
CASE-EXFIL-08,2026-08-15 01:48:16,10.14.7.23,45.77.89.11,443,TCP,71.247,25051197,12255,28166,3,0.0,0.0,0.9939,0.0358,2,1
CASE-BEACON-02,2026-08-15 01:50:01,10.14.7.23,185.199.110.42,443,TCP,2.487,295,306,6,2,0.0,0.0,0.9879,0.052,1,1
CASE-EXFIL-13,2026-08-15 01:53:06,10.14.7.23,45.77.89.11,443,TCP,51.793,24395175,16896,22581,2,0.0,0.0,0.9814,0.0539,2,1
INV00360,2026-08-15 01:56:16,10.14.9.18,140.82.121.4,445,TCP,15.533,211,3168,3,7,0.0855,0.0936,0.8637,0.1046,1,1
CASE-BEACON-06,2026-08-15 02:10:07,10.14.7.23,185.199.110.42,443,TCP,2.747,463,185,7,3,0.0,0.0,0.9978,0.0027,2,1
CASE-BEACON-07,2026-08-15 02:15:11,10.14.7.23,185.199.110.42,443,TCP,2.618,485,224,5,3,0.0,0.0,0.9256,0.0451,2,1
CASE-SCAN-02,2026-08-15 02:18:07,10.14.7.23,10.20.8.20,445,TCP,0.259,103,25,2,62,0.677,0.2864,0.2635,0.7105,2,1
CASE-SCAN-03,2026-08-15 02:18:14,10.14.7.23,10.20.9.10,443,TCP,0.543,162,25,3,46,0.6557,0.0664,0.18,0.7012,2,1
CASE-SCAN-04,2026-08-15 02:18:21,10.14.7.23,10.20.1.10,389,TCP,0.24,65,3,3,36,0.7441,0.1764,0.3058,0.7609,2,1
CASE-BEACON-08,2026-08-15 02:20:00,10.14.7.23,185.199.110.42,443,TCP,3.285,318,351,5,3,0.0,0.0,0.9741,0.0568,2,1
INV00250,2026-08-15 02:21:54,10.14.7.23,140.82.121.4,80,TCP,12.137,11092,931,9,6,0.0656,0.0323,0.554,0.4543,2,1
CASE-BEACON-10,2026-08-15 02:30:07,10.14.7.23,185.199.110.42,443,TCP,4.244,477,173,6,2,0.0,0.0,0.9434,0.0678,2,1
INV00266,2026-08-15 02:33:24,10.14.5.4,142.250.74.14,53,UDP,111.868,142,42869,29,10,0.0292,0.2868,0.8053,0.1166,2,1
INV00376,2026-08-15 02:34:21,10.14.5.4,44.236.72.93,80,TCP,26.684,429,472,2,1,0.1358,0.0768,0.8079,0.2594,2,1
CASE-BEACON-11,2026-08-15 02:35:09,10.14.7.23,185.199.110.42,443,TCP,3.73,549,198,8,1,0.0,0.0,0.9944,0.0728,2,1
CASE-BEACON-12,2026-08-15 02:40:04,10.14.7.23,185.199.110.42,443,TCP,3.988,460,188,3,2,0.0,0.0,0.9674,0.0563,2,1
CASE-EXFIL-05,2026-08-15 02:45:02,10.14.7.23,45.77.89.11,443,TCP,71.882,27541671,11606,32564,4,0.0,0.0,0.9244,0.0163,2,1
CASE-EXFIL-07,2026-08-15 02:47:02,10.14.7.23,45.77.89.11,443,TCP,52.467,19481487,30941,31426,4,0.0,0.0,0.9863,0.0328,2,1
CASE-EXFIL-10,2026-08-15 02:50:10,10.14.7.23,45.77.89.11,443,TCP,62.855,27377693,17163,31367,2,0.0,0.0,0.9611,0.0342,2,1
CASE-EXFIL-11,2026-08-15 02:51:16,10.14.7.23,45.77.89.11,443,TCP,87.765,21598435,31055,17217,4,0.0,0.0,0.9397,0.0375,2,1
INV00087,2026-08-15 02:52:02,10.14.5.4,44.236.72.93,1433,TCP,5.787,884,12173,9,1,0.1122,0.0852,0.6024,0.4366,2,1
CASE-EXFIL-12,2026-08-15 02:52:11,10.14.7.23,45.77.89.11,443,TCP,86.485,20549541,34497,28065,2,0.0,0.0,0.9201,0.0492,2,1
CASE-EXFIL-14,2026-08-15 02:54:12,10.14.7.23,45.77.89.11,443,TCP,83.879,20538873,9968,35315,2,0.0,0.0,0.991,0.0055,2,1
CASE-EXFIL-15,2026-08-15 02:55:14,10.14.7.23,45.77.89.11,443,TCP,57.686,22589248,32108,22512,4,0.0,0.0,0.9286,0.0556,2,1
