event_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,bytes_out,bytes_in,duration_sec,rule_name,country
F00197,2026-08-10 23:49:43,10.20.2.15,53838,104.16.132.229,53,UDP,ALLOW,8888,12729,97.99,DNS-OUT,US
F00198,2026-08-10 23:59:33,10.14.7.23,62742,142.250.74.14,53,UDP,ALLOW,5343,6176,98.88,DNS-OUT,US
F00199,2026-08-11 00:00:11,10.14.9.18,52053,20.112.52.29,53,UDP,ALLOW,5390,15986,179.69,DNS-OUT,US
F00200,2026-08-11 00:02:19,10.14.5.4,57978,20.112.52.29,123,UDP,ALLOW,357,13291,102.79,NTP-OUT,US
F00201,2026-08-11 00:09:23,10.14.9.18,54750,13.107.6.156,443,TCP,ALLOW,3716,5859,85.14,OUTBOUND-WEB,US
F00202,2026-08-11 00:20:53,10.14.5.4,49371,142.250.74.14,123,UDP,ALLOW,11883,4197,124.86,NTP-OUT,US
F00203,2026-08-11 00:35:04,10.14.7.23,62391,142.250.74.14,443,TCP,ALLOW,4532,3081,113.84,OUTBOUND-WEB,US
F00204,2026-08-11 00:49:03,10.14.5.4,56007,142.250.74.14,80,TCP,ALLOW,10568,27347,69.42,OUTBOUND-WEB,US
F00205,2026-08-11 00:59:12,10.14.5.4,49986,104.16.132.229,443,TCP,ALLOW,5989,18626,70.12,OUTBOUND-WEB,US
F00206,2026-08-11 01:02:59,10.14.5.4,54439,44.236.72.93,80,TCP,ALLOW,2498,1070,99.04,OUTBOUND-WEB,US
F00207,2026-08-11 01:08:29,10.14.7.23,58782,20.112.52.29,123,UDP,ALLOW,1724,259127,114.74,NTP-OUT,US
F00208,2026-08-11 01:18:28,10.14.7.23,58190,10.20.5.12,445,TCP,ALLOW,29418,187889,36.31,INTERNAL-BUSINESS,NA
F00209,2026-08-11 01:32:06,10.14.8.11,53569,104.16.132.229,53,UDP,ALLOW,10628,7849,56.28,DNS-OUT,US
F00210,2026-08-11 01:37:44,10.20.9.10,50311,142.250.74.14,123,UDP,ALLOW,19661,13289,78.29,NTP-OUT,US
F00211,2026-08-11 01:40:18,10.14.8.11,55941,104.16.132.229,53,UDP,ALLOW,2992,2028,85.53,DNS-OUT,US
F00212,2026-08-11 01:41:51,10.14.8.11,54718,44.236.72.93,123,UDP,ALLOW,1680,27000,109.34,NTP-OUT,US
F00213,2026-08-11 01:44:19,10.14.8.11,62730,104.16.132.229,80,TCP,ALLOW,623,13723,163.33,OUTBOUND-WEB,US
F00214,2026-08-11 01:45:45,10.14.8.11,64963,140.82.121.4,443,TCP,ALLOW,5915,12595,2.15,OUTBOUND-WEB,US
F00215,2026-08-11 01:46:24,10.14.7.23,51201,104.16.132.229,80,TCP,ALLOW,1189,18543,66.87,OUTBOUND-WEB,US
F00216,2026-08-11 01:48:42,10.20.2.15,56421,20.112.52.29,53,UDP,DENY,7526,6684,145.57,DNS-OUT,US
F00217,2026-08-11 01:57:25,10.14.8.11,49824,44.236.72.93,443,TCP,ALLOW,5294,2861,149.95,OUTBOUND-WEB,US
F00218,2026-08-11 02:01:13,10.14.5.4,59725,104.16.132.229,80,TCP,ALLOW,3204,6919,71.04,OUTBOUND-WEB,US
F00219,2026-08-11 02:03:41,10.20.2.15,55415,140.82.121.4,53,UDP,ALLOW,39208,1778,45.97,DNS-OUT,US
F00220,2026-08-11 02:16:38,10.14.8.11,62201,10.20.9.10,3389,TCP,ALLOW,100483,31492,5.46,INTERNAL-BUSINESS,NA
F00221,2026-08-11 02:17:24,10.14.5.4,57004,13.107.6.156,53,UDP,ALLOW,6093,1904,124.44,DNS-OUT,US
F00222,2026-08-11 02:39:57,10.14.8.11,61245,10.20.5.12,3389,TCP,ALLOW,101199,344350,6.6,INTERNAL-BUSINESS,NA
F00223,2026-08-11 02:42:00,10.14.5.4,52868,10.20.8.20,1433,TCP,ALLOW,42611,291203,28.03,INTERNAL-BUSINESS,NA
F00224,2026-08-11 03:03:26,10.14.7.23,60066,44.236.72.93,80,TCP,ALLOW,11867,3565,24.3,OUTBOUND-WEB,US
F00225,2026-08-11 03:15:07,10.14.8.11,62143,13.107.6.156,123,UDP,ALLOW,4828,6306,0.24,NTP-OUT,US
F00226,2026-08-11 03:15:54,10.20.9.10,57306,44.236.72.93,53,UDP,ALLOW,1140,31878,18.14,DNS-OUT,US
F00227,2026-08-11 03:16:13,10.20.2.15,55261,140.82.121.4,443,TCP,ALLOW,11076,3754,13.58,OUTBOUND-WEB,US
F00228,2026-08-11 03:23:37,10.20.9.10,59348,142.250.74.14,80,TCP,ALLOW,5851,20741,175.25,OUTBOUND-WEB,US
F00229,2026-08-11 03:27:31,10.14.7.23,57507,10.20.5.12,3389,TCP,ALLOW,64777,157938,5.18,INTERNAL-BUSINESS,NA
F00230,2026-08-11 03:45:59,10.20.2.15,57108,185.125.190.29,80,TCP,ALLOW,3128,53111,165.26,OUTBOUND-WEB,GB
F00231,2026-08-11 03:46:57,10.14.8.11,56496,142.250.74.14,53,UDP,ALLOW,1676,28838,166.85,DNS-OUT,US
F00232,2026-08-11 03:47:19,10.14.5.4,64371,142.250.74.14,443,TCP,DENY,2048,8607,177.2,OUTBOUND-WEB,US
F00233,2026-08-11 03:52:12,10.20.2.15,55874,20.112.52.29,53,UDP,ALLOW,7958,4052,140.1,DNS-OUT,US
F00234,2026-08-11 03:54:37,10.20.2.15,64843,142.250.74.14,53,UDP,ALLOW,1832,2417,80.56,DNS-OUT,US
F00235,2026-08-11 04:20:52,10.14.8.11,52950,142.250.74.14,80,TCP,ALLOW,2039,12157,159.39,OUTBOUND-WEB,US
F00236,2026-08-11 04:22:27,10.20.2.15,53089,20.112.52.29,123,UDP,ALLOW,14418,2564,103.51,NTP-OUT,US
F00237,2026-08-11 04:46:42,10.20.9.10,62499,185.125.190.29,80,TCP,ALLOW,4938,5279,97.36,OUTBOUND-WEB,GB
F00238,2026-08-11 04:58:46,10.14.8.11,60785,185.125.190.29,443,TCP,ALLOW,1681,6685,2.17,OUTBOUND-WEB,GB
F00239,2026-08-11 05:00:04,10.14.8.11,52860,10.20.5.12,3389,TCP,ALLOW,107426,228388,115.41,INTERNAL-BUSINESS,NA
F00240,2026-08-11 05:04:35,10.14.5.4,52054,104.16.132.229,53,UDP,ALLOW,1755,8563,174.86,DNS-OUT,US
F00241,2026-08-11 05:06:22,10.14.8.11,63827,13.107.6.156,443,TCP,ALLOW,2812,3538,98.29,OUTBOUND-WEB,US
F00242,2026-08-11 05:12:23,10.14.9.18,58806,13.107.6.156,53,UDP,ALLOW,1086,11684,157.31,DNS-OUT,US
F00243,2026-08-11 05:45:25,10.20.2.15,53460,20.112.52.29,80,TCP,ALLOW,2985,7494,175.13,OUTBOUND-WEB,US
F00244,2026-08-11 05:50:29,10.14.9.18,57387,10.20.1.10,1433,TCP,ALLOW,54887,235627,152.88,INTERNAL-BUSINESS,NA
F00245,2026-08-11 05:52:33,10.14.9.18,56768,10.20.1.10,3389,TCP,ALLOW,10115,192997,273.62,INTERNAL-BUSINESS,NA
F00246,2026-08-11 05:55:29,10.14.7.23,64561,10.20.5.12,443,TCP,ALLOW,21631,98091,148.46,INTERNAL-BUSINESS,NA
F00247,2026-08-11 06:04:47,10.14.5.4,53329,20.112.52.29,123,UDP,ALLOW,14233,10422,103.02,NTP-OUT,US
F00248,2026-08-11 06:05:05,10.14.5.4,63022,10.20.1.10,3389,TCP,ALLOW,23589,17604,189.46,INTERNAL-BUSINESS,NA
F00249,2026-08-11 06:09:02,10.20.2.15,57506,185.125.190.29,123,UDP,ALLOW,3100,323,144.44,NTP-OUT,GB
F00250,2026-08-11 06:18:43,10.20.2.15,63441,13.107.6.156,53,UDP,ALLOW,9437,1302,169.16,DNS-OUT,US
F00251,2026-08-11 06:28:24,10.14.8.11,65410,140.82.121.4,443,TCP,ALLOW,2330,44499,120.41,OUTBOUND-WEB,US
F00252,2026-08-11 06:45:52,10.14.8.11,50162,44.236.72.93,53,UDP,ALLOW,4819,39367,164.24,DNS-OUT,US
F00253,2026-08-11 07:05:08,10.14.5.4,50866,20.112.52.29,443,TCP,ALLOW,13525,5280,166.72,OUTBOUND-WEB,US
F00254,2026-08-11 07:09:06,10.14.7.23,59331,140.82.121.4,123,UDP,ALLOW,2242,2239,58.11,NTP-OUT,US
F00255,2026-08-11 07:13:46,10.14.7.23,64177,10.20.8.20,3389,TCP,ALLOW,46735,232569,35.53,INTERNAL-BUSINESS,NA
F00256,2026-08-11 07:14:17,10.14.8.11,58842,10.20.9.10,445,TCP,ALLOW,50524,123308,247.38,INTERNAL-BUSINESS,NA
F00257,2026-08-11 07:22:28,10.14.5.4,54670,140.82.121.4,80,TCP,ALLOW,1653,8553,15.52,OUTBOUND-WEB,US
F00258,2026-08-11 07:24:01,10.20.2.15,54116,104.16.132.229,123,UDP,ALLOW,16137,70181,24.71,NTP-OUT,US
F00259,2026-08-11 07:37:05,10.14.9.18,64399,10.20.1.10,443,TCP,ALLOW,58756,337542,252.91,INTERNAL-BUSINESS,NA
F00260,2026-08-11 07:42:36,10.14.9.18,58192,104.16.132.229,80,TCP,ALLOW,3317,3047,65.14,OUTBOUND-WEB,US
F00261,2026-08-11 07:47:08,10.20.9.10,65376,142.250.74.14,443,TCP,ALLOW,2800,3023,135.91,OUTBOUND-WEB,US
F00262,2026-08-11 07:59:57,10.20.9.10,60136,44.236.72.93,53,UDP,ALLOW,1070,33645,142.75,DNS-OUT,US
F00263,2026-08-11 08:05:06,10.14.9.18,50815,10.20.1.10,1433,TCP,ALLOW,31678,245971,122.09,INTERNAL-BUSINESS,NA
F00264,2026-08-11 08:33:57,10.14.9.18,57898,20.112.52.29,123,UDP,ALLOW,2103,2563,109.64,NTP-OUT,US
F00265,2026-08-11 08:34:22,10.14.8.11,52268,20.112.52.29,53,UDP,ALLOW,3251,2964,17.71,DNS-OUT,US
F00266,2026-08-11 08:37:32,10.20.2.15,58528,140.82.121.4,443,TCP,ALLOW,3746,8434,70.41,OUTBOUND-WEB,US
F00267,2026-08-11 08:41:31,10.14.8.11,50385,13.107.6.156,80,TCP,ALLOW,3479,1626,146.15,OUTBOUND-WEB,US
F00268,2026-08-11 08:47:13,10.14.7.23,55366,10.20.1.10,445,TCP,ALLOW,88457,152265,54.57,INTERNAL-BUSINESS,NA
F00269,2026-08-11 09:19:08,10.20.9.10,56761,104.16.132.229,123,UDP,ALLOW,9495,6251,5.29,NTP-OUT,US
F00270,2026-08-11 09:20:26,10.14.5.4,61154,104.16.132.229,80,TCP,ALLOW,4484,38668,39.49,OUTBOUND-WEB,US
F00271,2026-08-11 09:31:48,10.14.7.23,56351,185.125.190.29,53,UDP,ALLOW,853,11519,103.93,DNS-OUT,GB
F00272,2026-08-11 09:38:00,10.14.7.23,49436,140.82.121.4,80,TCP,ALLOW,1631,20774,32.16,OUTBOUND-WEB,US
F00273,2026-08-11 09:44:44,10.20.9.10,50107,140.82.121.4,53,UDP,ALLOW,54942,7815,41.7,DNS-OUT,US
F00274,2026-08-11 09:51:35,10.14.7.23,64136,104.16.132.229,123,UDP,ALLOW,3904,42509,86.78,NTP-OUT,US
F00275,2026-08-11 09:52:38,10.20.2.15,62680,185.125.190.29,80,TCP,ALLOW,15923,3930,86.12,OUTBOUND-WEB,GB
F00276,2026-08-11 09:57:58,10.20.9.10,63833,142.250.74.14,53,UDP,ALLOW,17157,3480,63.92,DNS-OUT,US
F00277,2026-08-11 10:07:29,10.14.7.23,57242,140.82.121.4,443,TCP,DENY,6373,18553,113.31,OUTBOUND-WEB,US
F00278,2026-08-11 10:13:16,10.14.7.23,61781,13.107.6.156,443,TCP,DENY,13456,7075,13.37,OUTBOUND-WEB,US
F00279,2026-08-11 10:22:46,10.14.7.23,52000,20.112.52.29,53,UDP,ALLOW,5204,7379,23.47,DNS-OUT,US
F00280,2026-08-11 10:22:56,10.14.8.11,58446,104.16.132.229,80,TCP,ALLOW,3615,12363,59.66,OUTBOUND-WEB,US
F00281,2026-08-11 10:29:17,10.20.9.10,55028,185.125.190.29,80,TCP,ALLOW,8794,42655,150.42,OUTBOUND-WEB,GB
F00282,2026-08-11 10:46:24,10.14.8.11,54703,185.125.190.29,443,TCP,ALLOW,3824,5701,85.55,OUTBOUND-WEB,GB
F00283,2026-08-11 10:50:25,10.14.8.11,52808,185.125.190.29,80,TCP,ALLOW,5025,30619,127.89,OUTBOUND-WEB,GB
F00284,2026-08-11 11:02:05,10.14.7.23,55128,140.82.121.4,123,UDP,ALLOW,7908,492,130.34,NTP-OUT,US
F00285,2026-08-11 11:04:09,10.14.9.18,62887,20.112.52.29,443,TCP,ALLOW,1435,68844,88.42,OUTBOUND-WEB,US
F00286,2026-08-11 11:15:45,10.14.5.4,61249,185.125.190.29,80,TCP,ALLOW,4744,17731,114.37,OUTBOUND-WEB,GB
F00287,2026-08-11 11:17:46,10.14.7.23,60354,10.20.8.20,445,TCP,ALLOW,68593,182857,247.8,INTERNAL-BUSINESS,NA
F00288,2026-08-11 11:19:58,10.14.5.4,62691,44.236.72.93,53,UDP,ALLOW,6751,14255,73.71,DNS-OUT,US
F00289,2026-08-11 11:44:46,10.14.5.4,52928,20.112.52.29,53,UDP,ALLOW,3367,9639,156.82,DNS-OUT,US
F00290,2026-08-11 11:47:28,10.14.9.18,61833,10.20.1.10,443,TCP,ALLOW,52812,346634,239.69,INTERNAL-BUSINESS,NA
F00291,2026-08-11 12:04:17,10.14.5.4,58197,104.16.132.229,80,TCP,ALLOW,16843,18748,121.06,OUTBOUND-WEB,US
F00292,2026-08-11 12:04:56,10.14.7.23,58006,140.82.121.4,53,UDP,ALLOW,4856,8216,40.83,DNS-OUT,US
F00293,2026-08-11 12:14:45,10.14.8.11,61473,104.16.132.229,123,UDP,ALLOW,1485,37720,174.47,NTP-OUT,US
F00294,2026-08-11 12:26:01,10.20.2.15,62851,44.236.72.93,80,TCP,ALLOW,6750,7370,92.75,OUTBOUND-WEB,US
F00295,2026-08-11 12:27:16,10.14.9.18,64454,142.250.74.14,80,TCP,ALLOW,1444,6797,178.31,OUTBOUND-WEB,US
F00296,2026-08-11 12:35:44,10.14.8.11,52608,10.20.1.10,3389,TCP,ALLOW,60857,23399,102.22,INTERNAL-BUSINESS,NA
F00297,2026-08-11 12:39:51,10.20.9.10,60682,142.250.74.14,443,TCP,ALLOW,3134,10034,146.99,OUTBOUND-WEB,US
F00298,2026-08-11 12:54:08,10.14.7.23,64924,185.125.190.29,53,UDP,ALLOW,5232,4705,89.64,DNS-OUT,GB
F00299,2026-08-11 12:58:03,10.20.2.15,58973,142.250.74.14,80,TCP,ALLOW,499,5322,86.04,OUTBOUND-WEB,US
F00300,2026-08-11 13:05:53,10.20.2.15,55549,185.125.190.29,123,UDP,ALLOW,15629,74940,63.71,NTP-OUT,GB
F00301,2026-08-11 13:16:03,10.14.7.23,65525,13.107.6.156,53,UDP,ALLOW,1259,45978,52.22,DNS-OUT,US
F00302,2026-08-11 13:19:21,10.14.5.4,65455,185.125.190.29,53,UDP,ALLOW,2668,1741,82.45,DNS-OUT,GB
F00303,2026-08-11 13:22:17,10.14.5.4,65150,20.112.52.29,123,UDP,ALLOW,18420,3248,21.26,NTP-OUT,US
F00304,2026-08-11 13:25:40,10.14.7.23,64939,140.82.121.4,80,TCP,ALLOW,16791,12877,41.99,OUTBOUND-WEB,US
F00305,2026-08-11 13:32:33,10.14.9.18,64016,13.107.6.156,80,TCP,ALLOW,7151,14528,61.33,OUTBOUND-WEB,US
F00306,2026-08-11 13:39:24,10.14.7.23,53027,10.20.9.10,1433,TCP,ALLOW,69231,93877,148.74,INTERNAL-BUSINESS,NA
F00307,2026-08-11 13:47:34,10.14.8.11,62994,20.112.52.29,53,UDP,ALLOW,1637,5512,47.14,DNS-OUT,US
F00308,2026-08-11 13:55:57,10.14.9.18,57526,20.112.52.29,123,UDP,ALLOW,3679,2434,134.32,NTP-OUT,US
F00309,2026-08-11 14:11:15,10.14.9.18,61388,13.107.6.156,443,TCP,ALLOW,1509,3899,51.11,OUTBOUND-WEB,US
F00310,2026-08-11 14:16:09,10.14.8.11,61441,142.250.74.14,123,UDP,ALLOW,3980,96976,106.49,NTP-OUT,US
F00311,2026-08-11 14:17:56,10.14.7.23,49439,44.236.72.93,443,TCP,ALLOW,1332,18520,73.26,OUTBOUND-WEB,US
F00312,2026-08-11 14:43:36,10.14.8.11,61579,142.250.74.14,443,TCP,ALLOW,1230,5081,16.1,OUTBOUND-WEB,US
F00313,2026-08-11 14:49:54,10.14.9.18,56665,10.20.8.20,443,TCP,ALLOW,57174,247609,29.12,INTERNAL-BUSINESS,NA
F00314,2026-08-11 15:02:53,10.14.7.23,50328,44.236.72.93,123,UDP,ALLOW,2426,48775,40.14,NTP-OUT,US
F00315,2026-08-11 15:06:46,10.20.2.15,60429,142.250.74.14,53,UDP,ALLOW,1847,8288,96.79,DNS-OUT,US
F00316,2026-08-11 15:17:48,10.20.9.10,64177,104.16.132.229,53,UDP,ALLOW,2256,133797,152.33,DNS-OUT,US
F00317,2026-08-11 15:37:13,10.14.8.11,51920,13.107.6.156,53,UDP,ALLOW,5530,3500,48.57,DNS-OUT,US
F00318,2026-08-11 15:40:49,10.14.9.18,65100,142.250.74.14,53,UDP,ALLOW,2090,47735,7.66,DNS-OUT,US
F00319,2026-08-11 15:44:17,10.14.9.18,53811,104.16.132.229,80,TCP,ALLOW,2255,2609,9.0,OUTBOUND-WEB,US
F00320,2026-08-11 15:51:10,10.14.7.23,59392,185.125.190.29,123,UDP,ALLOW,3053,16378,86.35,NTP-OUT,GB
F00321,2026-08-11 16:11:29,10.20.9.10,61190,185.125.190.29,53,UDP,ALLOW,1243,99346,10.42,DNS-OUT,GB
F00322,2026-08-11 16:11:42,10.20.9.10,65445,20.112.52.29,80,TCP,ALLOW,16736,2116,106.53,OUTBOUND-WEB,US
F00323,2026-08-11 16:25:16,10.14.5.4,53650,13.107.6.156,123,UDP,ALLOW,2257,9867,89.98,NTP-OUT,US
F00324,2026-08-11 16:27:22,10.20.9.10,60688,185.125.190.29,123,UDP,ALLOW,4385,1946,41.95,NTP-OUT,GB
F00325,2026-08-11 16:34:22,10.14.9.18,50693,44.236.72.93,443,TCP,ALLOW,6172,9195,166.4,OUTBOUND-WEB,US
F00326,2026-08-11 16:36:17,10.14.8.11,61927,10.20.5.12,3389,TCP,ALLOW,69563,10406,192.74,INTERNAL-BUSINESS,NA
F00327,2026-08-11 16:37:32,10.20.9.10,53948,44.236.72.93,80,TCP,ALLOW,8132,9671,152.8,OUTBOUND-WEB,US
F00328,2026-08-11 16:45:03,10.14.7.23,58861,142.250.74.14,123,UDP,ALLOW,20279,7820,171.02,NTP-OUT,US
F00329,2026-08-11 16:48:55,10.14.9.18,50625,142.250.74.14,443,TCP,ALLOW,9821,3824,96.51,OUTBOUND-WEB,US
F00330,2026-08-11 16:50:47,10.20.2.15,51288,20.112.52.29,443,TCP,ALLOW,5051,2951,76.84,OUTBOUND-WEB,US
F00331,2026-08-11 16:53:37,10.20.9.10,58348,13.107.6.156,53,UDP,ALLOW,6463,6337,27.34,DNS-OUT,US
F00332,2026-08-11 17:02:07,10.14.5.4,50332,142.250.74.14,53,UDP,ALLOW,20906,36469,175.74,DNS-OUT,US
F00333,2026-08-11 17:03:04,10.14.9.18,56362,10.20.5.12,445,TCP,ALLOW,70364,203219,240.07,INTERNAL-BUSINESS,NA
F00334,2026-08-11 17:14:53,10.20.2.15,51005,185.125.190.29,123,UDP,ALLOW,560,7221,44.3,NTP-OUT,GB
F00335,2026-08-11 17:17:31,10.14.7.23,59961,44.236.72.93,443,TCP,ALLOW,889,10066,68.61,OUTBOUND-WEB,US
F00336,2026-08-11 17:22:06,10.20.2.15,64376,142.250.74.14,80,TCP,ALLOW,1240,32939,100.89,OUTBOUND-WEB,US
F00337,2026-08-11 17:22:09,10.14.9.18,52082,10.20.8.20,445,TCP,ALLOW,65628,33042,45.73,INTERNAL-BUSINESS,NA
F00338,2026-08-11 17:28:16,10.20.2.15,50569,140.82.121.4,53,UDP,ALLOW,25049,3055,11.92,DNS-OUT,US
F00339,2026-08-11 17:28:18,10.14.8.11,64193,140.82.121.4,53,UDP,ALLOW,864,15127,39.14,DNS-OUT,US
F00340,2026-08-11 17:33:27,10.14.8.11,61250,142.250.74.14,80,TCP,ALLOW,5716,9388,72.38,OUTBOUND-WEB,US
F00341,2026-08-11 17:37:39,10.20.9.10,62480,140.82.121.4,123,UDP,ALLOW,1541,4557,175.34,NTP-OUT,US
F00342,2026-08-11 17:40:43,10.14.7.23,60702,10.20.8.20,3389,TCP,ALLOW,116480,90428,116.68,INTERNAL-BUSINESS,NA
F00343,2026-08-11 17:43:40,10.20.2.15,65178,142.250.74.14,80,TCP,ALLOW,12689,51764,149.27,OUTBOUND-WEB,US
F00344,2026-08-11 17:52:05,10.20.9.10,62730,104.16.132.229,443,TCP,DENY,2636,877,146.15,OUTBOUND-WEB,US
F00345,2026-08-11 17:52:34,10.20.2.15,51090,20.112.52.29,53,UDP,ALLOW,14490,120237,30.84,DNS-OUT,US
F00346,2026-08-11 17:56:37,10.20.2.15,62948,20.112.52.29,53,UDP,ALLOW,974,14910,163.99,DNS-OUT,US
F00347,2026-08-11 17:57:08,10.14.9.18,60966,13.107.6.156,443,TCP,ALLOW,5053,15630,176.61,OUTBOUND-WEB,US
F00348,2026-08-11 17:59:39,10.14.8.11,51286,13.107.6.156,80,TCP,ALLOW,1693,4294,38.62,OUTBOUND-WEB,US
F00349,2026-08-11 18:07:27,10.14.9.18,61679,140.82.121.4,80,TCP,ALLOW,2094,3999,167.95,OUTBOUND-WEB,US
F00350,2026-08-11 18:10:15,10.14.9.18,52445,142.250.74.14,80,TCP,ALLOW,3230,23271,112.32,OUTBOUND-WEB,US
F00351,2026-08-11 18:36:02,10.14.7.23,63105,185.125.190.29,443,TCP,ALLOW,10519,3746,89.14,OUTBOUND-WEB,GB
F00352,2026-08-11 18:39:21,10.14.7.23,61394,10.20.9.10,443,TCP,ALLOW,109142,34845,67.73,INTERNAL-BUSINESS,NA
F00353,2026-08-11 18:40:12,10.14.8.11,61378,140.82.121.4,443,TCP,ALLOW,3729,9124,11.48,OUTBOUND-WEB,US
F00354,2026-08-11 18:41:39,10.14.5.4,53473,104.16.132.229,53,UDP,ALLOW,3704,8133,168.66,DNS-OUT,US
F00355,2026-08-11 18:49:52,10.14.7.23,62966,13.107.6.156,53,UDP,ALLOW,2018,12241,52.12,DNS-OUT,US
F00356,2026-08-11 18:53:46,10.14.9.18,65040,44.236.72.93,80,TCP,ALLOW,2599,8753,28.55,OUTBOUND-WEB,US
F00357,2026-08-11 19:02:30,10.14.9.18,49577,10.20.8.20,1433,TCP,ALLOW,14216,294602,93.15,INTERNAL-BUSINESS,NA
F00358,2026-08-11 19:25:48,10.20.9.10,58878,13.107.6.156,53,UDP,ALLOW,4561,1096,68.36,DNS-OUT,US
F00359,2026-08-11 19:35:39,10.14.8.11,50056,185.125.190.29,80,TCP,ALLOW,2326,31989,44.11,OUTBOUND-WEB,GB
F00360,2026-08-11 19:39:53,10.14.7.23,50437,185.125.190.29,80,TCP,ALLOW,10297,32233,133.26,OUTBOUND-WEB,GB
F00361,2026-08-11 19:44:45,10.14.5.4,50541,185.125.190.29,80,TCP,ALLOW,1077,21688,50.36,OUTBOUND-WEB,GB
F00362,2026-08-11 20:00:38,10.14.8.11,60622,44.236.72.93,123,UDP,ALLOW,1900,23568,99.91,NTP-OUT,US
F00363,2026-08-11 20:08:58,10.14.5.4,63011,185.125.190.29,53,UDP,ALLOW,2853,17028,29.8,DNS-OUT,GB
F00364,2026-08-11 20:23:49,10.14.7.23,58816,185.125.190.29,443,TCP,ALLOW,2728,15502,40.98,OUTBOUND-WEB,GB
F00365,2026-08-11 20:24:00,10.14.9.18,51770,44.236.72.93,123,UDP,ALLOW,2465,6123,23.99,NTP-OUT,US
F00366,2026-08-11 20:27:06,10.14.8.11,56951,13.107.6.156,123,UDP,ALLOW,5284,2800,100.91,NTP-OUT,US
F00367,2026-08-11 20:33:40,10.20.2.15,58768,185.125.190.29,53,UDP,ALLOW,3030,68656,145.56,DNS-OUT,GB
F00368,2026-08-11 20:45:57,10.20.9.10,53078,140.82.121.4,53,UDP,ALLOW,1501,5458,81.88,DNS-OUT,US
F00369,2026-08-11 21:05:14,10.14.8.11,55925,10.20.1.10,1433,TCP,ALLOW,70283,134173,142.78,INTERNAL-BUSINESS,NA
F00370,2026-08-11 21:15:13,10.14.5.4,62734,142.250.74.14,53,UDP,ALLOW,68715,22199,43.26,DNS-OUT,US
F00371,2026-08-11 21:15:38,10.14.5.4,63264,20.112.52.29,80,TCP,ALLOW,5193,11557,20.64,OUTBOUND-WEB,US
F00372,2026-08-11 21:17:11,10.14.7.23,61139,10.20.5.12,3389,TCP,ALLOW,102197,122105,0.93,INTERNAL-BUSINESS,NA
F00373,2026-08-11 21:23:04,10.20.2.15,52132,185.125.190.29,53,UDP,DENY,1515,17362,140.29,DNS-OUT,GB
F00374,2026-08-11 21:24:15,10.14.7.23,56721,185.125.190.29,80,TCP,ALLOW,3771,5050,48.19,OUTBOUND-WEB,GB
F00375,2026-08-11 21:25:55,10.14.8.11,49814,20.112.52.29,53,UDP,ALLOW,15200,3718,167.78,DNS-OUT,US
F00376,2026-08-11 21:28:25,10.14.5.4,49594,20.112.52.29,443,TCP,ALLOW,1536,7900,147.34,OUTBOUND-WEB,US
F00377,2026-08-11 21:30:42,10.20.2.15,54339,185.125.190.29,443,TCP,ALLOW,8435,18767,91.18,OUTBOUND-WEB,GB
F00378,2026-08-11 21:36:05,10.14.8.11,56495,185.125.190.29,443,TCP,ALLOW,4017,19472,80.62,OUTBOUND-WEB,GB
F00379,2026-08-11 21:36:37,10.14.9.18,51863,104.16.132.229,53,UDP,ALLOW,3470,4171,52.08,DNS-OUT,US
F00380,2026-08-11 21:36:47,10.20.2.15,59711,104.16.132.229,53,UDP,ALLOW,6227,8025,141.42,DNS-OUT,US
F00381,2026-08-11 21:49:25,10.20.2.15,52346,44.236.72.93,53,UDP,ALLOW,1656,3602,83.09,DNS-OUT,US
F00382,2026-08-11 22:05:04,10.14.8.11,63948,185.125.190.29,443,TCP,ALLOW,7642,6775,144.57,OUTBOUND-WEB,GB
F00383,2026-08-11 22:12:53,10.14.9.18,52491,13.107.6.156,443,TCP,ALLOW,5450,7438,176.88,OUTBOUND-WEB,US
F00384,2026-08-11 22:17:04,10.14.8.11,58973,10.20.5.12,445,TCP,ALLOW,36195,110820,127.94,INTERNAL-BUSINESS,NA
F00385,2026-08-11 22:19:39,10.14.5.4,60414,44.236.72.93,80,TCP,ALLOW,2867,1453,9.3,OUTBOUND-WEB,US
F00386,2026-08-11 22:19:46,10.14.7.23,56059,10.20.5.12,443,TCP,ALLOW,34241,91370,170.25,INTERNAL-BUSINESS,NA
F00387,2026-08-11 22:31:55,10.14.8.11,63377,140.82.121.4,53,UDP,ALLOW,1427,36066,44.96,DNS-OUT,US
F00388,2026-08-11 22:36:19,10.14.8.11,60767,140.82.121.4,443,TCP,ALLOW,4234,25396,45.93,OUTBOUND-WEB,US
F00389,2026-08-11 22:36:27,10.14.8.11,65273,142.250.74.14,123,UDP,ALLOW,4238,6869,135.9,NTP-OUT,US
F00390,2026-08-11 22:38:10,10.14.5.4,55299,104.16.132.229,53,UDP,ALLOW,683,15191,23.69,DNS-OUT,US
F00391,2026-08-11 22:40:22,10.14.8.11,61712,104.16.132.229,443,TCP,ALLOW,4320,18350,95.47,OUTBOUND-WEB,US
F00392,2026-08-11 22:40:25,10.14.7.23,50159,104.16.132.229,123,UDP,ALLOW,2708,2098,113.18,NTP-OUT,US
