event_id,timestamp,client_ip,query_name,query_type,response_code,response_ip,ttl
D00280,2026-08-13 02:16:50,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,60
D00281,2026-08-13 02:48:53,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00282,2026-08-13 02:59:02,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00283,2026-08-13 03:41:59,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00284,2026-08-13 03:50:09,10.14.9.18,google.com,A,NOERROR,142.250.74.14,1800
D00285,2026-08-13 03:53:16,10.14.9.18,github.com,A,NOERROR,140.82.121.4,600
D00286,2026-08-13 04:28:31,10.14.7.23,cloudflare.com,A,NOERROR,104.16.132.229,300
D00287,2026-08-13 04:44:37,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,60
D00288,2026-08-13 04:54:00,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,1800
D00289,2026-08-13 04:59:35,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,600
D00290,2026-08-13 05:06:25,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,300
D00291,2026-08-13 05:14:25,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,60
D00292,2026-08-13 05:26:25,10.20.9.10,mozilla.org,A,NOERROR,44.236.72.93,600
D00293,2026-08-13 05:27:57,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,600
D00294,2026-08-13 05:37:01,10.20.9.10,github.com,A,NOERROR,140.82.121.4,300
D00295,2026-08-13 05:49:12,10.20.9.10,google.com,A,NOERROR,142.250.74.14,600
D00296,2026-08-13 05:56:12,10.20.9.10,namibian.com.na,A,NOERROR,197.221.2.4,60
D00297,2026-08-13 06:01:42,10.14.5.4,nust.na,A,NOERROR,196.216.167.4,600
D00298,2026-08-13 06:06:41,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,600
D00299,2026-08-13 06:20:36,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00300,2026-08-13 06:21:26,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,600
D00301,2026-08-13 06:41:32,10.14.8.11,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00302,2026-08-13 07:05:24,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00303,2026-08-13 07:08:07,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00304,2026-08-13 07:26:16,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,1800
D00305,2026-08-13 07:38:11,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,300
D00306,2026-08-13 07:52:26,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,300
D00307,2026-08-13 08:04:31,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,1800
D00308,2026-08-13 08:19:08,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,60
D00309,2026-08-13 08:28:42,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,600
D00310,2026-08-13 08:35:12,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,60
D00311,2026-08-13 08:57:32,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00312,2026-08-13 08:59:43,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,1800
D00313,2026-08-13 09:09:29,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00314,2026-08-13 09:14:59,10.14.8.11,google.com,A,NOERROR,142.250.74.14,1800
D00315,2026-08-13 09:38:31,10.14.9.18,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00316,2026-08-13 09:40:41,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,300
D00317,2026-08-13 10:02:11,10.14.8.11,ubuntu.com,A,NOERROR,185.125.190.29,600
D00318,2026-08-13 10:11:28,10.14.9.18,google.com,A,NOERROR,142.250.74.14,300
D00319,2026-08-13 11:01:43,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00320,2026-08-13 11:36:01,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,600
D00321,2026-08-13 11:40:56,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00322,2026-08-13 11:49:16,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00323,2026-08-13 12:57:29,10.14.9.18,microsoft.com,A,NOERROR,20.112.52.29,300
D00324,2026-08-13 12:58:16,10.20.9.10,github.com,A,NOERROR,140.82.121.4,1800
D00325,2026-08-13 13:00:42,10.20.9.10,office.com,A,NOERROR,13.107.6.156,60
D00326,2026-08-13 13:24:36,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00327,2026-08-13 13:29:42,10.14.5.4,office.com,A,NOERROR,13.107.6.156,300
D00328,2026-08-13 13:31:47,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,60
D00329,2026-08-13 14:32:10,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,300
D00330,2026-08-13 15:17:26,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,60
D00331,2026-08-13 16:07:39,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,600
D00332,2026-08-13 16:52:56,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,300
D00333,2026-08-13 17:08:10,10.14.9.18,office.com,A,NOERROR,13.107.6.156,300
D00334,2026-08-13 17:18:29,10.20.9.10,google.com,A,NOERROR,142.250.74.14,60
D00335,2026-08-13 17:52:10,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00336,2026-08-13 17:58:55,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,60
D00337,2026-08-13 18:12:32,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,300
D00338,2026-08-13 18:26:14,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,300
D00339,2026-08-13 18:41:49,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,300
D00340,2026-08-13 18:45:36,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,300
D00341,2026-08-13 19:05:48,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,60
D00342,2026-08-13 19:34:45,10.14.5.4,github.com,A,NOERROR,140.82.121.4,300
D00343,2026-08-13 19:35:41,10.14.9.18,nust.na,A,NOERROR,196.216.167.4,600
D00344,2026-08-13 19:45:58,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,600
D00345,2026-08-13 19:56:13,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,600
D00346,2026-08-13 20:39:50,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,60
D00347,2026-08-13 20:42:40,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00348,2026-08-13 20:57:44,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00349,2026-08-13 20:58:29,10.14.9.18,office.com,A,NOERROR,13.107.6.156,60
D00350,2026-08-13 21:17:44,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,300
D00351,2026-08-13 21:27:53,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00352,2026-08-13 21:47:26,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,60
D00353,2026-08-13 22:02:02,10.14.5.4,github.com,A,NOERROR,140.82.121.4,1800
D00354,2026-08-13 22:38:59,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00355,2026-08-13 22:51:16,10.14.9.18,cloudflare.com,A,NOERROR,104.16.132.229,300
D00356,2026-08-13 22:59:48,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,1800
D00357,2026-08-14 00:17:18,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,600
D00358,2026-08-14 00:24:48,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,300
D00359,2026-08-14 00:48:20,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,300
D00360,2026-08-14 01:47:18,10.14.9.18,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00361,2026-08-14 01:48:19,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00362,2026-08-14 01:48:56,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,300
D00363,2026-08-14 01:58:02,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,1800
D00364,2026-08-14 02:16:24,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,300
D00365,2026-08-14 02:21:04,10.14.7.23,microsoft.com,A,NOERROR,20.112.52.29,300
D00366,2026-08-14 02:31:13,10.20.9.10,google.com,A,NOERROR,142.250.74.14,300
D00367,2026-08-14 02:32:43,10.20.9.10,ietf.org,A,NOERROR,104.16.44.99,600
D00368,2026-08-14 02:55:57,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,600
D00369,2026-08-14 03:06:49,10.14.9.18,google.com,A,NOERROR,142.250.74.14,60
D00370,2026-08-14 03:20:52,10.14.9.18,cloudflare.com,A,NOERROR,104.16.132.229,300
D00371,2026-08-14 03:42:20,10.14.7.23,office.com,A,NOERROR,13.107.6.156,1800
D00372,2026-08-14 03:50:09,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,60
D00373,2026-08-14 04:42:34,10.14.9.18,google.com,A,NOERROR,142.250.74.14,300
D00374,2026-08-14 05:12:35,10.14.9.18,akamaiedge.net,A,NOERROR,23.45.67.89,60
D00375,2026-08-14 05:16:25,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00376,2026-08-14 05:49:38,10.14.8.11,office.com,A,NOERROR,13.107.6.156,300
D00377,2026-08-14 05:51:50,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00378,2026-08-14 06:16:25,10.20.9.10,google.com,A,NOERROR,142.250.74.14,600
D00379,2026-08-14 06:27:01,10.20.9.10,microsoft.com,A,NOERROR,20.112.52.29,600
D00380,2026-08-14 06:42:02,10.14.7.23,ietf.org,A,NOERROR,104.16.44.99,60
D00381,2026-08-14 06:48:31,10.14.7.23,mozilla.org,A,NOERROR,44.236.72.93,300
D00382,2026-08-14 06:49:40,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00383,2026-08-14 07:00:10,10.14.9.18,nust.na,A,NOERROR,196.216.167.4,60
D00384,2026-08-14 07:04:27,10.14.9.18,namibian.com.na,A,NOERROR,197.221.2.4,300
D00385,2026-08-14 07:25:57,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,300
D00386,2026-08-14 08:00:36,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00387,2026-08-14 08:06:26,10.14.9.18,namibian.com.na,A,NOERROR,197.221.2.4,600
D00388,2026-08-14 08:37:49,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,300
D00389,2026-08-14 08:38:46,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00390,2026-08-14 08:47:01,10.20.9.10,google.com,A,NOERROR,142.250.74.14,1800
D00391,2026-08-14 09:15:08,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,300
D00392,2026-08-14 09:17:44,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00393,2026-08-14 09:22:47,10.14.9.18,nust.na,A,NOERROR,196.216.167.4,1800
D00394,2026-08-14 09:56:06,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00395,2026-08-14 10:04:12,10.14.9.18,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00396,2026-08-14 10:15:39,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,60
D00397,2026-08-14 10:20:07,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,300
D00398,2026-08-14 11:25:58,10.14.9.18,namibian.com.na,A,NOERROR,197.221.2.4,60
D00399,2026-08-14 11:59:37,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,300
D00400,2026-08-14 12:03:52,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,600
D00401,2026-08-14 12:19:16,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,600
D00402,2026-08-14 12:23:24,10.14.9.18,github.com,A,NOERROR,140.82.121.4,600
D00403,2026-08-14 12:25:43,10.14.7.23,cloudflare.com,A,NOERROR,104.16.132.229,300
D00404,2026-08-14 12:30:45,10.14.7.23,office.com,A,NOERROR,13.107.6.156,1800
D00405,2026-08-14 12:31:07,10.14.7.23,nust.na,A,NOERROR,196.216.167.4,60
D00406,2026-08-14 12:37:25,10.14.9.18,google.com,A,NOERROR,142.250.74.14,300
D00407,2026-08-14 13:05:09,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,600
D00408,2026-08-14 13:39:10,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00409,2026-08-14 14:21:45,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,60
D00410,2026-08-14 14:26:04,10.14.9.18,github.com,A,NOERROR,140.82.121.4,300
D00411,2026-08-14 14:28:30,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,600
D00412,2026-08-14 14:47:05,10.14.7.23,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00413,2026-08-14 14:55:49,10.14.7.23,nust.na,A,NOERROR,196.216.167.4,300
D00414,2026-08-14 15:31:45,10.14.9.18,office.com,A,NOERROR,13.107.6.156,600
D00415,2026-08-14 15:36:53,10.20.9.10,ietf.org,A,NOERROR,104.16.44.99,1800
D00416,2026-08-14 15:43:39,10.14.5.4,google.com,A,NOERROR,142.250.74.14,600
D00417,2026-08-14 16:32:43,10.14.8.11,github.com,A,NOERROR,140.82.121.4,600
D00418,2026-08-14 16:49:54,10.14.8.11,google.com,A,NOERROR,142.250.74.14,60
D00419,2026-08-14 17:02:23,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00420,2026-08-14 17:09:11,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,60
D00421,2026-08-14 17:25:58,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,1800
D00422,2026-08-14 17:35:34,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00423,2026-08-14 18:08:07,10.14.7.23,google.com,A,NOERROR,142.250.74.14,600
D00424,2026-08-14 18:08:46,10.14.7.23,office.com,A,NOERROR,13.107.6.156,300
D00425,2026-08-14 18:29:43,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,600
D00426,2026-08-14 18:37:29,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,60
D00427,2026-08-14 18:48:12,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,1800
D00428,2026-08-14 19:30:07,10.14.5.4,google.com,A,NOERROR,142.250.74.14,600
D00429,2026-08-14 19:31:37,10.14.8.11,github.com,A,NOERROR,140.82.121.4,1800
D00430,2026-08-14 19:41:10,10.14.8.11,ubuntu.com,A,NOERROR,185.125.190.29,60
D00431,2026-08-14 19:56:41,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,1800
D00432,2026-08-14 20:07:30,10.14.5.4,ubuntu.com,A,NOERROR,185.125.190.29,60
D00433,2026-08-14 20:12:52,10.14.5.4,github.com,A,NOERROR,140.82.121.4,1800
D00434,2026-08-14 20:27:21,10.20.9.10,office.com,A,NOERROR,13.107.6.156,600
D00435,2026-08-14 20:53:43,10.14.9.18,cloudflare.com,A,NOERROR,104.16.132.229,1800
D00436,2026-08-14 20:59:14,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,600
D00437,2026-08-14 21:24:07,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,300
D00438,2026-08-14 21:24:16,10.14.5.4,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00439,2026-08-14 22:03:46,10.14.7.23,cloudflare.com,A,NOERROR,104.16.132.229,60
D00440,2026-08-14 23:49:50,10.20.9.10,office.com,A,NOERROR,13.107.6.156,300
D00441,2026-08-15 00:03:02,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,300
D00442,2026-08-15 00:32:35,10.14.7.23,github.com,A,NOERROR,140.82.121.4,600
D00443,2026-08-15 00:40:24,10.14.9.18,github.com,A,NOERROR,140.82.121.4,600
D00444,2026-08-15 01:16:55,10.20.9.10,ietf.org,A,NOERROR,104.16.44.99,300
D00445,2026-08-15 01:44:12,10.14.7.23,f625067be309.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00446,2026-08-15 01:49:12,10.14.7.23,d9a64345a17a.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00447,2026-08-15 01:54:12,10.14.7.23,ddeb2654f560.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00448,2026-08-15 01:59:12,10.14.7.23,40f8cb9d8363.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00449,2026-08-15 02:00:10,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,60
D00450,2026-08-15 02:04:12,10.14.7.23,e16e3e4cd95e.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00451,2026-08-15 02:08:07,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,1800
D00452,2026-08-15 02:09:12,10.14.7.23,0fe1bd29b73f.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00453,2026-08-15 02:09:21,10.14.9.18,microsoft.com,A,NOERROR,20.112.52.29,60
D00454,2026-08-15 02:14:12,10.14.7.23,9d9c4ae4f899.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00455,2026-08-15 02:19:12,10.14.7.23,31cca31d72aa.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00456,2026-08-15 02:24:12,10.14.7.23,b8a064ef7de5.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00457,2026-08-15 02:29:12,10.14.7.23,dc6c4d038f0c.sync-check-telemetry.net,A,NOERROR,185.199.110.42,30
D00458,2026-08-15 02:34:04,10.14.7.23,cdn-sync-update.com,A,NOERROR,45.77.89.11,60
D00459,2026-08-15 02:39:08,10.14.7.23,cdn-sync-update.com,A,NOERROR,45.77.89.11,60
D00460,2026-08-15 02:53:01,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,60
D00461,2026-08-15 02:55:54,10.20.9.10,ietf.org,A,NOERROR,104.16.44.99,60
D00462,2026-08-15 03:02:46,10.20.9.10,microsoft.com,A,NOERROR,20.112.52.29,1800
D00463,2026-08-15 03:06:45,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,300
D00464,2026-08-15 03:12:18,10.14.9.18,google.com,A,NOERROR,142.250.74.14,1800
D00465,2026-08-15 03:13:29,10.14.8.11,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00466,2026-08-15 03:36:59,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,1800
D00467,2026-08-15 03:39:24,10.14.7.23,google.com,A,NOERROR,142.250.74.14,600
D00468,2026-08-15 04:09:51,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00469,2026-08-15 04:30:16,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,300
D00470,2026-08-15 04:41:06,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,300
D00471,2026-08-15 04:55:52,10.14.5.4,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00472,2026-08-15 05:17:28,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,300
D00473,2026-08-15 05:17:29,10.14.9.18,microsoft.com,A,NOERROR,20.112.52.29,600
D00474,2026-08-15 05:22:02,10.14.9.18,mozilla.org,A,NOERROR,44.236.72.93,1800
D00475,2026-08-15 05:29:54,10.14.7.23,mozilla.org,A,NOERROR,44.236.72.93,300
D00476,2026-08-15 05:37:43,10.14.5.4,ubuntu.com,A,NOERROR,185.125.190.29,600
D00477,2026-08-15 05:40:25,10.14.5.4,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00478,2026-08-15 05:47:03,10.14.9.18,github.com,A,NOERROR,140.82.121.4,1800
D00479,2026-08-15 05:53:02,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,1800
D00480,2026-08-15 06:06:20,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,300
D00481,2026-08-15 06:14:26,10.14.9.18,office.com,A,NOERROR,13.107.6.156,60
D00482,2026-08-15 06:44:24,10.14.9.18,google.com,A,NOERROR,142.250.74.14,60
D00483,2026-08-15 07:16:02,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,600
D00484,2026-08-15 07:43:21,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,600
D00485,2026-08-15 07:52:52,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,60
D00486,2026-08-15 08:31:48,10.14.9.18,github.com,A,NOERROR,140.82.121.4,600
D00487,2026-08-15 08:36:36,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,300
D00488,2026-08-15 08:46:41,10.14.8.11,cloudflare.com,A,NOERROR,104.16.132.229,300
D00489,2026-08-15 09:03:29,10.20.9.10,google.com,A,NOERROR,142.250.74.14,60
D00490,2026-08-15 09:35:13,10.14.5.4,cloudflare.com,A,NOERROR,104.16.132.229,300
D00491,2026-08-15 09:38:40,10.20.9.10,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00492,2026-08-15 09:46:02,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,60
D00493,2026-08-15 10:22:57,10.14.8.11,nust.na,A,NOERROR,196.216.167.4,60
D00494,2026-08-15 10:25:41,10.14.8.11,office.com,A,NOERROR,13.107.6.156,300
D00495,2026-08-15 11:08:42,10.14.7.23,mozilla.org,A,NOERROR,44.236.72.93,600
D00496,2026-08-15 11:28:29,10.14.8.11,mozilla.org,A,NOERROR,44.236.72.93,600
D00497,2026-08-15 11:41:11,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00498,2026-08-15 11:43:17,10.14.5.4,office.com,A,NOERROR,13.107.6.156,1800
D00499,2026-08-15 13:11:40,10.14.7.23,microsoft.com,A,NOERROR,20.112.52.29,60
D00500,2026-08-15 13:35:36,10.14.5.4,nust.na,A,NOERROR,196.216.167.4,1800
D00501,2026-08-15 13:39:01,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,1800
D00502,2026-08-15 14:15:54,10.14.7.23,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00503,2026-08-15 14:23:54,10.14.9.18,office.com,A,NOERROR,13.107.6.156,600
D00504,2026-08-15 14:46:18,10.14.8.11,ubuntu.com,A,NOERROR,185.125.190.29,600
D00505,2026-08-15 15:05:08,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,300
D00506,2026-08-15 15:12:50,10.14.7.23,cloudflare.com,A,NOERROR,104.16.132.229,60
D00507,2026-08-15 15:26:11,10.20.9.10,office.com,A,NOERROR,13.107.6.156,600
D00508,2026-08-15 15:35:04,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,60
D00509,2026-08-15 15:54:35,10.14.9.18,office.com,A,NOERROR,13.107.6.156,1800
D00510,2026-08-15 15:54:45,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,1800
D00511,2026-08-15 15:57:37,10.14.8.11,ietf.org,A,NOERROR,104.16.44.99,600
D00512,2026-08-15 16:27:33,10.20.9.10,google.com,A,NOERROR,142.250.74.14,300
D00513,2026-08-15 17:59:01,10.14.9.18,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00514,2026-08-15 18:11:53,10.20.9.10,google.com,A,NOERROR,142.250.74.14,60
D00515,2026-08-15 18:12:31,10.20.9.10,akamaiedge.net,A,NOERROR,23.45.67.89,60
D00516,2026-08-15 18:15:49,10.20.9.10,github.com,A,NOERROR,140.82.121.4,1800
D00517,2026-08-15 18:24:47,10.14.5.4,ietf.org,A,NOERROR,104.16.44.99,300
D00518,2026-08-15 19:11:23,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,60
D00519,2026-08-15 19:30:25,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,600
D00520,2026-08-15 19:47:08,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,1800
D00521,2026-08-15 19:49:03,10.14.7.23,github.com,A,NOERROR,140.82.121.4,60
D00522,2026-08-15 20:40:08,10.14.7.23,cloudflare.com,A,NOERROR,104.16.132.229,300
D00523,2026-08-15 20:52:58,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00524,2026-08-15 20:58:01,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,1800
D00525,2026-08-15 21:06:09,10.14.7.23,github.com,A,NOERROR,140.82.121.4,300
D00526,2026-08-15 21:10:56,10.14.5.4,windowsupdate.com,A,NOERROR,13.107.4.50,60
D00527,2026-08-15 21:11:13,10.14.9.18,google.com,A,NOERROR,142.250.74.14,300
D00528,2026-08-15 21:50:02,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,60
D00529,2026-08-15 21:53:48,10.20.9.10,cloudflare.com,A,NOERROR,104.16.132.229,60
D00530,2026-08-15 22:12:34,10.14.7.23,windowsupdate.com,A,NOERROR,13.107.4.50,600
D00531,2026-08-15 22:32:46,10.14.5.4,github.com,A,NOERROR,140.82.121.4,600
D00532,2026-08-15 22:45:37,10.14.8.11,akamaiedge.net,A,NOERROR,23.45.67.89,600
D00533,2026-08-15 23:26:54,10.14.5.4,cloudflare.com,A,NOERROR,104.16.132.229,60
D00534,2026-08-15 23:36:25,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,600
D00535,2026-08-15 23:56:57,10.14.5.4,microsoft.com,A,NOERROR,20.112.52.29,600
D00536,2026-08-16 00:09:39,10.14.9.18,namibian.com.na,A,NOERROR,197.221.2.4,1800
D00537,2026-08-16 00:22:12,10.14.5.4,mozilla.org,A,NOERROR,44.236.72.93,1800
D00538,2026-08-16 00:40:23,10.20.9.10,mozilla.org,A,NOERROR,44.236.72.93,600
D00539,2026-08-16 01:03:49,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,60
D00540,2026-08-16 01:09:07,10.14.8.11,namibian.com.na,A,NOERROR,197.221.2.4,60
D00541,2026-08-16 01:15:21,10.14.8.11,microsoft.com,A,NOERROR,20.112.52.29,1800
D00542,2026-08-16 01:19:15,10.14.8.11,google.com,A,NOERROR,142.250.74.14,600
D00543,2026-08-16 01:39:20,10.14.9.18,ubuntu.com,A,NOERROR,185.125.190.29,1800
D00544,2026-08-16 01:52:13,10.14.7.23,google.com,A,NOERROR,142.250.74.14,300
D00545,2026-08-16 02:06:20,10.14.5.4,office.com,A,NOERROR,13.107.6.156,600
D00546,2026-08-16 02:26:24,10.14.9.18,github.com,A,NOERROR,140.82.121.4,600
D00547,2026-08-16 03:00:43,10.20.9.10,office.com,A,NOERROR,13.107.6.156,600
D00548,2026-08-16 03:01:46,10.14.7.23,namibian.com.na,A,NOERROR,197.221.2.4,60
D00549,2026-08-16 03:03:18,10.14.7.23,microsoft.com,A,NOERROR,20.112.52.29,60
D00550,2026-08-16 03:05:10,10.14.9.18,nust.na,A,NOERROR,196.216.167.4,1800
D00551,2026-08-16 03:24:02,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,60
D00552,2026-08-16 03:26:13,10.14.7.23,ubuntu.com,A,NOERROR,185.125.190.29,600
D00553,2026-08-16 03:27:03,10.14.5.4,google.com,A,NOERROR,142.250.74.14,1800
D00554,2026-08-16 03:29:04,10.14.5.4,namibian.com.na,A,NOERROR,197.221.2.4,300
D00555,2026-08-16 03:36:11,10.14.9.18,ietf.org,A,NOERROR,104.16.44.99,600
D00556,2026-08-16 03:38:40,10.20.9.10,nust.na,A,NOERROR,196.216.167.4,60
